OBJECTID,Tract_Name,Tract_FIPS,County,Area_Land_Square_Miles,Area_Water_Square_Miles,Population_Total,Population_Density_PerLandSquareMile
1,"Census Tract 9790, Fremont County, Colorado",8043979000,FREMONT,1009.02,0.06,3482,3.5
2,"Census Tract 9516, Garfield County, Colorado",8045951600,GARFIELD,573.42,3.47,3764,6.6
3,"Census Tract 28.03, Larimer County, Colorado",8069002803,LARIMER,218.45,1,99,0.5
4,"Census Tract 9632, Yuma County, Colorado",8125963200,YUMA,1034.06,0.53,5425,5.2
5,"Census Tract 24.01, Larimer County, Colorado",8069002401,LARIMER,398.87,1.42,1196,3
6,"Census Tract 24.02, Larimer County, Colorado",8069002402,LARIMER,940.92,3.79,2657,2.8
7,"Census Tract 9512, Rio Blanco County, Colorado",8103951200,RIO BLANCO,1230.12,0.01,2856,2.3
8,"Census Tract 9511, Rio Blanco County, Colorado",8103951100,RIO BLANCO,1990.81,1.87,3802,1.9
9,"Census Tract 2.01, Grand County, Colorado",8049000201,GRAND,495.28,15.35,4776,9.6
10,"Census Tract 2.02, Grand County, Colorado",8049000202,GRAND,252.58,0.09,6799,26.9
11,"Census Tract 1, Grand County, Colorado",8049000100,GRAND,1098.47,7.83,2915,2.7
12,"Census Tract 6, Moffat County, Colorado",8081000600,MOFFAT,4581.62,6.94,1462,0.3
13,"Census Tract 5, Moffat County, Colorado",8081000500,MOFFAT,3.77,0,4337,1150.4
14,"Census Tract 4, Moffat County, Colorado",8081000400,MOFFAT,2.81,0,4348,1547.3
15,"Census Tract 3, Moffat County, Colorado",8081000300,MOFFAT,155.09,0.68,2887,18.6
16,"Census Tract 9556, Jackson County, Colorado",8057955600,JACKSON,1613.72,7.24,1306,0.8
17,"Census Tract 9241, Washington County, Colorado",8121924100,WASHINGTON,1771.54,2.66,2086,1.2
18,"Census Tract 8, Routt County, Colorado",8107000800,ROUTT,578.9,2.49,1991,3.4
19,"Census Tract 7, Routt County, Colorado",8107000700,ROUTT,58.55,0.1,5052,86.3
20,"Census Tract 5, Routt County, Colorado",8107000500,ROUTT,42.59,0.02,4200,98.6
21,"Census Tract 2, Routt County, Colorado",8107000200,ROUTT,12.42,0.01,1871,150.6
22,"Census Tract 4, Routt County, Colorado",8107000400,ROUTT,38.87,0.01,3921,100.9
23,"Census Tract 6, Routt County, Colorado",8107000600,ROUTT,31.96,0.14,3034,94.9
24,"Census Tract 3, Routt County, Colorado",8107000300,ROUTT,507.22,0.41,2081,4.1
25,"Census Tract 1, Routt County, Colorado",8107000100,ROUTT,1091.53,2.94,1830,1.7
26,"Census Tract 9639, Gunnison County, Colorado",8051963900,GUNNISON,1645.69,16.08,858,0.5
27,"Census Tract 9637, Gunnison County, Colorado",8051963700,GUNNISON,5.6,0,6325,1129.5
28,"Census Tract 9636, Gunnison County, Colorado",8051963600,GUNNISON,1261.58,4.14,3770,3
29,"Census Tract 9638, Gunnison County, Colorado",8051963800,GUNNISON,326.23,0.3,4936,15.1
30,"Census Tract 9749, Conejos County, Colorado",8021974900,CONEJOS,1048.78,3.42,4278,4.1
31,"Census Tract 9748, Conejos County, Colorado",8021974800,CONEJOS,238.61,0.15,3935,16.5
32,"Census Tract 7.03, Eagle County, Colorado",8037000703,EAGLE,85.83,0.19,2843,33.1
33,"Census Tract 3.01, Eagle County, Colorado",8037000301,EAGLE,9.25,0.04,5976,646.1
34,"Census Tract 7.02, Eagle County, Colorado",8037000702,EAGLE,17.6,0.02,1582,89.9
35,"Census Tract 4.02, Eagle County, Colorado",8037000402,EAGLE,65.05,0.29,4509,69.3
36,"Census Tract 5.01, Eagle County, Colorado",8037000501,EAGLE,19.28,0.05,660,34.2
37,"Census Tract 5.02, Eagle County, Colorado",8037000502,EAGLE,13.83,0.06,4471,323.3
38,"Census Tract 3.02, Eagle County, Colorado",8037000302,EAGLE,231.68,1.35,2199,9.5
39,"Census Tract 4.03, Eagle County, Colorado",8037000403,EAGLE,199.67,0.43,8313,41.6
40,"Census Tract 7.01, Eagle County, Colorado",8037000701,EAGLE,7.77,0.02,1272,163.7
41,"Census Tract 4.01, Eagle County, Colorado",8037000401,EAGLE,74.14,0.23,4531,61.1
42,"Census Tract 5.03, Eagle County, Colorado",8037000503,EAGLE,26.14,0.09,6444,246.5
43,"Census Tract 1, Eagle County, Colorado",8037000100,EAGLE,541.6,2.55,1552,2.9
44,"Census Tract 6, Eagle County, Colorado",8037000600,EAGLE,248.52,1.46,1387,5.6
45,"Census Tract 2, Eagle County, Colorado",8037000200,EAGLE,144.16,0.49,7155,49.6
46,"Census Tract 9519.01, Garfield County, Colorado",8045951901,GARFIELD,142.66,0.49,4733,33.2
47,"Census Tract 9517.01, Garfield County, Colorado",8045951701,GARFIELD,4.99,0.05,4022,806
48,"Census Tract 9519.02, Garfield County, Colorado",8045951902,GARFIELD,278.08,0.58,7205,25.9
49,"Census Tract 9517.02, Garfield County, Colorado",8045951702,GARFIELD,4.39,0,3481,792.9
50,"Census Tract 9520.01, Garfield County, Colorado",8045952001,GARFIELD,33.57,0.31,5112,152.3
51,"Census Tract 9520.02, Garfield County, Colorado",8045952002,GARFIELD,411.02,1.66,8225,20
52,"Census Tract 9518.03, Garfield County, Colorado",8045951803,GARFIELD,35.99,0.03,6192,172
53,"Census Tract 9518.04, Garfield County, Colorado",8045951804,GARFIELD,36.42,0.16,4104,112.7
54,"Census Tract 9518.02, Garfield County, Colorado",8045951802,GARFIELD,142.51,0.38,3999,28.1
55,"Census Tract 9521, Garfield County, Colorado",8045952100,GARFIELD,1284.53,1.15,6658,5.2
56,"Census Tract 9707.04, La Plata County, Colorado",8067970704,LA PLATA,302.5,2.74,3740,12.4
57,"Census Tract 9707.03, La Plata County, Colorado",8067970703,LA PLATA,56.83,0,5635,99.2
58,"Census Tract 9707.01, La Plata County, Colorado",8067970701,LA PLATA,345.95,0.04,4957,14.3
59,"Census Tract 9403, La Plata County, Colorado",8067940300,LA PLATA,204.02,0.07,6182,30.3
60,"Census Tract 5, Pitkin County, Colorado",8097000500,PITKIN,458.71,1.85,2403,5.2
61,"Census Tract 4.01, Pitkin County, Colorado",8097000401,PITKIN,9.85,0,4364,443
62,"Census Tract 4.02, Pitkin County, Colorado",8097000402,PITKIN,34.1,0,3145,92.2
63,"Census Tract 1, Pitkin County, Colorado",8097000100,PITKIN,468.03,0.64,7631,16.3
64,"Census Tract 4.02, Summit County, Colorado",8117000402,SUMMIT,67.59,0.22,5229,77.4
65,"Census Tract 4.01, Summit County, Colorado",8117000401,SUMMIT,58.33,0.17,4618,79.2
66,"Census Tract 1, Summit County, Colorado",8117000100,SUMMIT,261.68,4.04,8419,32.2
67,"Census Tract 2, Summit County, Colorado",8117000200,SUMMIT,116.72,2.62,7248,62.1
68,"Census Tract 3, Summit County, Colorado",8117000300,SUMMIT,104.03,3.87,3755,36.1
69,"Census Tract 9711, La Plata County, Colorado",8067971100,LA PLATA,9.4,0.02,4607,490.1
70,"Census Tract 9710, La Plata County, Colorado",8067971000,LA PLATA,1.93,0,3099,1605.7
71,"Census Tract 9709, La Plata County, Colorado",8067970900,LA PLATA,3.18,0,4010,1261
72,"Census Tract 9708, La Plata County, Colorado",8067970800,LA PLATA,4.36,0.03,7039,1614.4
73,"Census Tract 9404, La Plata County, Colorado",8067940400,LA PLATA,482.78,0.34,5547,11.5
74,"Census Tract 9706, La Plata County, Colorado",8067970600,LA PLATA,281.13,4.38,9178,32.6
75,"Census Tract 9619, Lake County, Colorado",8065961900,LAKE,361.48,6.99,2316,6.4
76,"Census Tract 9617, Lake County, Colorado",8065961700,LAKE,15.43,0.01,5085,329.6
77,"Census Tract 9651, Delta County, Colorado",8029965100,DELTA,18.33,0.2,4407,240.4
78,"Census Tract 9652, Delta County, Colorado",8029965200,DELTA,109.48,1.92,4020,36.7
79,"Census Tract 9646, Delta County, Colorado",8029964600,DELTA,256.97,0.45,3640,14.2
80,"Census Tract 9650, Delta County, Colorado",8029965000,DELTA,318.21,1.31,4765,15
81,"Census Tract 9649, Delta County, Colorado",8029964900,DELTA,73.93,0.5,5476,74.1
82,"Census Tract 9648, Delta County, Colorado",8029964800,DELTA,233.04,1.27,4024,17.3
83,"Census Tract 9647, Delta County, Colorado",8029964700,DELTA,132.08,0.9,3889,29.4
84,"Census Tract 9603, Alamosa County, Colorado",8003960300,ALAMOSA,14.14,0,5404,382.2
85,"Census Tract 9602, Alamosa County, Colorado",8003960200,ALAMOSA,8.87,0.02,6561,739.7
86,"Census Tract 9681.02, San Miguel County, Colorado",8113968102,SAN MIGUEL,16.39,0.04,1873,114.3
87,"Census Tract 9681.01, San Miguel County, Colorado",8113968101,SAN MIGUEL,20.66,0.11,1972,95.5
88,"Census Tract 9681.03, San Miguel County, Colorado",8113968103,SAN MIGUEL,320.23,0.38,2097,6.5
89,"Census Tract 9682, San Miguel County, Colorado",8113968200,SAN MIGUEL,929.34,1.48,1825,2
90,"Census Tract 9736, Mineral County, Colorado",8079973600,MINERAL,875.67,2.02,793,0.9
91,"Census Tract 9411, Montezuma County, Colorado",8083941100,MONTEZUMA,694.87,0.23,1383,2
92,"Census Tract 9694, Montezuma County, Colorado",8083969400,MONTEZUMA,3.39,0.03,4522,1333.9
93,"Census Tract 9691, Montezuma County, Colorado",8083969100,MONTEZUMA,323.91,1.21,3647,11.3
94,"Census Tract 9692, Montezuma County, Colorado",8083969200,MONTEZUMA,491.34,0.88,3069,6.2
95,"Census Tract 9690, Montezuma County, Colorado",8083969000,MONTEZUMA,368.41,7.87,3253,8.8
96,"Census Tract 9696, Montezuma County, Colorado",8083969600,MONTEZUMA,131.52,0.39,5145,39.1
97,"Census Tract 9693, Montezuma County, Colorado",8083969300,MONTEZUMA,16.09,0.02,4987,309.9
98,"Census Tract 9600, Alamosa County, Colorado",8003960000,ALAMOSA,537.33,0.27,1547,2.9
99,"Census Tract 9601, Alamosa County, Colorado",8003960100,ALAMOSA,162.31,0.41,2841,17.5
100,"Census Tract 9676, Ouray County, Colorado",8091967600,OURAY,541.59,0.62,4651,8.6
101,"Census Tract 1, Dolores County, Colorado",8033000100,DOLORES,1067.05,1.05,1789,1.7
102,"Census Tract 9776, Saguache County, Colorado",8109977600,SAGUACHE,2781.43,1.67,3368,1.2
103,"Census Tract 9777, Saguache County, Colorado",8109977700,SAGUACHE,387.1,0.05,2887,7.5
104,"Census Tract 9767, Rio Grande County, Colorado",8105976700,RIO GRANDE,17.18,0.02,4987,290.3
105,"Census Tract 9770, Rio Grande County, Colorado",8105977000,RIO GRANDE,890.54,0.36,4590,5.2
106,"Census Tract 9768, Rio Grande County, Colorado",8105976800,RIO GRANDE,4.23,0.01,2046,483.7
107,"Census Tract 17.06, Mesa County, Colorado",8077001706,MESA,2.07,0.04,6306,3046.4
108,"Census Tract 17.07, Mesa County, Colorado",8077001707,MESA,1.88,0.02,5764,3066
109,"Census Tract 10.01, Mesa County, Colorado",8077001001,MESA,2.05,0,4649,2267.8
110,"Census Tract 6.02, Mesa County, Colorado",8077000602,MESA,1,0,4917,4917
111,"Census Tract 5, Mesa County, Colorado",8077000500,MESA,0.47,0,3236,6885.1
112,"Census Tract 4, Mesa County, Colorado",8077000400,MESA,1.37,0,3553,2593.4
113,"Census Tract 13.02, Mesa County, Colorado",8077001302,MESA,2.88,0.04,4664,1619.4
114,"Census Tract 11.02, Mesa County, Colorado",8077001102,MESA,1.74,0,4804,2760.9
115,"Census Tract 3, Mesa County, Colorado",8077000300,MESA,0.56,0,1474,2632.1
116,"Census Tract 2, Mesa County, Colorado",8077000200,MESA,0.42,0,2375,5654.8
117,"Census Tract 14.04, Mesa County, Colorado",8077001404,MESA,6.46,0,4760,736.8
118,"Census Tract 15.01, Mesa County, Colorado",8077001501,MESA,7.25,0.25,12789,1764
119,"Census Tract 14.03, Mesa County, Colorado",8077001403,MESA,3.43,0.29,3582,1044.3
120,"Census Tract 13.01, Mesa County, Colorado",8077001301,MESA,3.75,0.16,9064,2417.1
121,"Census Tract 10.02, Mesa County, Colorado",8077001002,MESA,3.48,0,6710,1928.2
122,"Census Tract 9, Mesa County, Colorado",8077000900,MESA,6.47,0.53,2677,413.8
123,"Census Tract 11.01, Mesa County, Colorado",8077001101,MESA,2.12,0,8031,3788.2
124,"Census Tract 8, Mesa County, Colorado",8077000800,MESA,6.1,0.15,8787,1440.5
125,"Census Tract 7, Mesa County, Colorado",8077000700,MESA,1.35,0,4091,3030.4
126,"Census Tract 19, Mesa County, Colorado",8077001900,MESA,1650.45,3.28,5021,3
127,"Census Tract 6.01, Mesa County, Colorado",8077000601,MESA,0.99,0,3980,4020.2
128,"Census Tract 14.02, Mesa County, Colorado",8077001402,MESA,9.27,0.37,5880,634.3
129,"Census Tract 16, Mesa County, Colorado",8077001600,MESA,43.99,0,3460,78.7
130,"Census Tract 15.02, Mesa County, Colorado",8077001502,MESA,385.35,1.85,7465,19.4
131,"Census Tract 17.03, Mesa County, Colorado",8077001703,MESA,1.94,0,4300,2216.5
132,"Census Tract 18, Mesa County, Colorado",8077001800,MESA,1146.94,4.61,3176,2.8
133,"Census Tract 17.02, Mesa County, Colorado",8077001702,MESA,20,0.18,4642,232.1
134,"Census Tract 17.05, Mesa County, Colorado",8077001705,MESA,2.62,0,5732,2187.8
135,"Census Tract 12, Mesa County, Colorado",8077001200,MESA,12.57,0.36,2277,181.1
136,"Census Tract 149, Clear Creek County, Colorado",8019014900,CLEAR CREEK,202.35,0.78,2423,12
137,"Census Tract 9731, Hinsdale County, Colorado",8053973100,HINSDALE,1117.25,5.92,856,0.8
138,"Census Tract 4.01, Chaffee County, Colorado",8015000401,CHAFFEE,367.78,1.08,4577,12.4
139,"Census Tract 4.02, Chaffee County, Colorado",8015000402,CHAFFEE,177.65,0.04,3590,20.2
140,"Census Tract 1, Chaffee County, Colorado",8015000100,CHAFFEE,1.52,0,2709,1782.2
141,"Census Tract 2, Chaffee County, Colorado",8015000200,CHAFFEE,42.56,0.02,4168,97.9
142,"Census Tract 3, Chaffee County, Colorado",8015000300,CHAFFEE,423.89,0.41,3463,8.2
143,"Census Tract 9726, San Juan County, Colorado",8111972600,SAN JUAN,387.49,0.79,552,1.4
144,"Census Tract 9665.02, Montrose County, Colorado",8085966502,MONTROSE,3.04,0,3870,1273
145,"Census Tract 9666.01, Montrose County, Colorado",8085966601,MONTROSE,6.52,0,4443,681.4
146,"Census Tract 9666.02, Montrose County, Colorado",8085966602,MONTROSE,223.82,0.02,4712,21.1
147,"Census Tract 9662.01, Montrose County, Colorado",8085966201,MONTROSE,375.3,0.17,2638,7
148,"Census Tract 9665.03, Montrose County, Colorado",8085966503,MONTROSE,28.34,0,3436,121.2
149,"Census Tract 9665.01, Montrose County, Colorado",8085966501,MONTROSE,234.42,0.49,2880,12.3
150,"Census Tract 9662.02, Montrose County, Colorado",8085966202,MONTROSE,252.07,0.95,4586,18.2
151,"Census Tract 9661, Montrose County, Colorado",8085966100,MONTROSE,1109.8,0.26,2198,2
152,"Census Tract 9664, Montrose County, Colorado",8085966400,MONTROSE,2.99,0,6122,2047.5
153,"Census Tract 9663, Montrose County, Colorado",8085966300,MONTROSE,4.4,0,5981,1359.3
154,"Census Tract 9404, Archuleta County, Colorado",8007940400,ARCHULETA,394.11,4.28,1313,3.3
155,"Census Tract 9742, Archuleta County, Colorado",8007974200,ARCHULETA,28.77,0.47,5406,187.9
156,"Census Tract 9744, Archuleta County, Colorado",8007974400,ARCHULETA,565.57,0.35,2307,4.1
157,"Census Tract 9743, Archuleta County, Colorado",8007974300,ARCHULETA,361.73,0.24,3329,9.2
158,"Census Tract 5, Park County, Colorado",8093000500,PARK,801.28,10.18,2377,3
159,"Census Tract 4, Park County, Colorado",8093000400,PARK,924.29,5.79,1542,1.7
160,"Census Tract 1, Park County, Colorado",8093000100,PARK,190.89,0.25,5926,31
161,"Census Tract 3, Park County, Colorado",8093000300,PARK,109.15,0.47,2773,25.4
162,"Census Tract 2, Park County, Colorado",8093000200,PARK,168.24,0.12,3822,22.7
163,"Census Tract 96.06, Adams County, Colorado",8001009606,ADAMS,0.72,0.09,2773,3851.4
164,"Census Tract 93.20, Adams County, Colorado",8001009320,ADAMS,0.74,0,2800,3783.8
165,"Census Tract 94.09, Adams County, Colorado",8001009409,ADAMS,1.48,0,5674,3833.8
166,"Census Tract 93.22, Adams County, Colorado",8001009322,ADAMS,0.5,0,4507,9014
167,"Census Tract 96.07, Adams County, Colorado",8001009607,ADAMS,0.88,0.15,5266,5984.1
168,"Census Tract 93.04, Adams County, Colorado",8001009304,ADAMS,1.24,0.11,6151,4960.5
169,"Census Tract 602, Adams County, Colorado",8001060200,ADAMS,1.89,0.03,3726,1971.4
170,"Census Tract 93.25, Adams County, Colorado",8001009325,ADAMS,1.47,0.02,5187,3528.6
171,"Census Tract 16.01, Larimer County, Colorado",8069001601,LARIMER,2.26,0.29,1707,755.3
172,"Census Tract 13.01, Larimer County, Colorado",8069001301,LARIMER,19.8,1.64,3598,181.7
173,"Census Tract 11.14, Larimer County, Colorado",8069001114,LARIMER,3.32,0.01,2438,734.3
174,"Census Tract 11.13, Larimer County, Colorado",8069001113,LARIMER,1.01,0,3434,3400
175,"Census Tract 11.07, Larimer County, Colorado",8069001107,LARIMER,1.01,0,5534,5479.2
176,"Census Tract 11.04, Larimer County, Colorado",8069001104,LARIMER,1.02,0,6319,6195.1
177,"Census Tract 11.12, Larimer County, Colorado",8069001112,LARIMER,2.52,0.08,4657,1848
178,"Census Tract 10.10, Larimer County, Colorado",8069001010,LARIMER,1.11,0.01,2560,2306.3
179,"Census Tract 10.07, Larimer County, Colorado",8069001007,LARIMER,1.08,0.24,3698,3424.1
180,"Census Tract 3, Larimer County, Colorado",8069000300,LARIMER,2.74,0.15,2910,1062
181,"Census Tract 27, Larimer County, Colorado",8069002700,LARIMER,5.18,0.16,5796,1118.9
182,"Census Tract 26, Larimer County, Colorado",8069002600,LARIMER,53.03,4.13,7107,134
183,"Census Tract 150, Adams County, Colorado",8001015000,ADAMS,5.64,0.23,2928,519.1
184,"Census Tract 85.38, Adams County, Colorado",8001008538,ADAMS,4.44,0,6517,1467.8
185,"Census Tract 93.26, Adams County, Colorado",8001009326,ADAMS,0.48,0.01,2588,5391.7
186,"Census Tract 92.06, Adams County, Colorado",8001009206,ADAMS,0.5,0,2199,4398
187,"Census Tract 85.46, Adams County, Colorado",8001008546,ADAMS,0.51,0,3069,6017.6
188,"Census Tract 85.26, Adams County, Colorado",8001008526,ADAMS,2.8,0.04,6710,2396.4
189,"Census Tract 89.01, Adams County, Colorado",8001008901,ADAMS,3.13,0.15,2400,766.8
190,"Census Tract 96.08, Adams County, Colorado",8001009608,ADAMS,0.52,0.05,3161,6078.8
191,"Census Tract 96.04, Adams County, Colorado",8001009604,ADAMS,0.86,0,4630,5383.7
192,"Census Tract 92.02, Adams County, Colorado",8001009202,ADAMS,0.68,0,4708,6923.5
193,"Census Tract 88.01, Adams County, Colorado",8001008801,ADAMS,1.5,0,5941,3960.7
194,"Census Tract 94.01, Adams County, Colorado",8001009401,ADAMS,1.33,0,5392,4054.1
195,"Census Tract 94.06, Adams County, Colorado",8001009406,ADAMS,0.67,0,4629,6909
196,"Census Tract 85.42, Adams County, Colorado",8001008542,ADAMS,3.73,0,7912,2121.2
197,"Census Tract 85.36, Adams County, Colorado",8001008536,ADAMS,2.8,0.01,2797,998.9
198,"Census Tract 85.39, Adams County, Colorado",8001008539,ADAMS,4.78,0.01,9947,2081
199,"Census Tract 93.27, Adams County, Colorado",8001009327,ADAMS,0.98,0.04,3900,3979.6
200,"Census Tract 92.07, Adams County, Colorado",8001009207,ADAMS,0.61,0,4991,8182
201,"Census Tract 85.48, Adams County, Colorado",8001008548,ADAMS,0.48,0,1556,3241.7
202,"Census Tract 601, Adams County, Colorado",8001060100,ADAMS,2.51,0.12,7619,3035.5
203,"Census Tract 94.10, Adams County, Colorado",8001009410,ADAMS,1.05,0.02,3109,2961
204,"Census Tract 88.02, Adams County, Colorado",8001008802,ADAMS,5.24,0.63,4927,940.3
205,"Census Tract 85.29, Adams County, Colorado",8001008529,ADAMS,2.35,0.19,7496,3189.8
206,"Census Tract 85.34, Adams County, Colorado",8001008534,ADAMS,0.9,0.01,4747,5274.4
207,"Census Tract 91.03, Adams County, Colorado",8001009103,ADAMS,1.84,0.14,3772,2050
208,"Census Tract 86.03, Adams County, Colorado",8001008603,ADAMS,0.71,0.03,2089,2942.3
209,"Census Tract 94.08, Adams County, Colorado",8001009408,ADAMS,1.47,0.02,4539,3087.8
210,"Census Tract 85.24, Adams County, Colorado",8001008524,ADAMS,1.92,0.02,8104,4220.8
211,"Census Tract 85.08, Adams County, Colorado",8001008508,ADAMS,0.97,0.01,5816,5995.9
212,"Census Tract 84.01, Adams County, Colorado",8001008401,ADAMS,192.58,1.44,4407,22.9
213,"Census Tract 85.23, Adams County, Colorado",8001008523,ADAMS,74.96,3.5,7620,101.7
214,"Census Tract 84.02, Adams County, Colorado",8001008402,ADAMS,670.31,6.58,4715,7
215,"Census Tract 28.02, Larimer County, Colorado",8069002802,LARIMER,42.16,0.17,5327,126.4
216,"Census Tract 25.03, Larimer County, Colorado",8069002503,LARIMER,320.31,3.09,3486,10.9
217,"Census Tract 16.08, Larimer County, Colorado",8069001608,LARIMER,6.13,1.25,5578,910
218,"Census Tract 16.07, Larimer County, Colorado",8069001607,LARIMER,0.98,0,3735,3811.2
219,"Census Tract 9631, Yuma County, Colorado",8125963100,YUMA,1330.34,3.77,4725,3.6
220,"Census Tract 85.47, Adams County, Colorado",8001008547,ADAMS,0.46,0,4103,8919.6
221,"Census Tract 85.43, Adams County, Colorado",8001008543,ADAMS,2.68,0.01,8514,3176.9
222,"Census Tract 85.44, Adams County, Colorado",8001008544,ADAMS,1.01,0.01,4968,4918.8
223,"Census Tract 85.45, Adams County, Colorado",8001008545,ADAMS,1.2,0.02,7721,6434.2
224,"Census Tract 600, Adams County, Colorado",8001060000,ADAMS,7.96,0.09,5154,647.5
225,"Census Tract 612, Adams County, Colorado",8001061200,ADAMS,4.1,0.06,1654,403.4
226,"Census Tract 85.49, Adams County, Colorado",8001008549,ADAMS,0.51,0,4451,8727.5
227,"Census Tract 85.51, Adams County, Colorado",8001008551,ADAMS,3.37,0.1,1365,405
228,"Census Tract 16.06, Larimer County, Colorado",8069001606,LARIMER,1.25,0.01,3132,2505.6
229,"Census Tract 5.05, Larimer County, Colorado",8069000505,LARIMER,0.49,0,3738,7628.6
230,"Census Tract 2.02, Larimer County, Colorado",8069000202,LARIMER,0.74,0.03,2615,3533.8
231,"Census Tract 13.07, Larimer County, Colorado",8069001307,LARIMER,3.5,0.2,4378,1250.9
232,"Census Tract 28.01, Larimer County, Colorado",8069002801,LARIMER,11.12,0.26,3621,325.6
233,"Census Tract 18.08, Larimer County, Colorado",8069001808,LARIMER,17.44,0.28,4896,280.7
234,"Census Tract 16.05, Larimer County, Colorado",8069001605,LARIMER,5.91,0.35,4498,761.1
235,"Census Tract 25.02, Larimer County, Colorado",8069002502,LARIMER,47.86,3.7,9110,190.3
236,"Census Tract 25.01, Larimer County, Colorado",8069002501,LARIMER,32.96,2.79,9390,284.9
237,"Census Tract 20.11, Larimer County, Colorado",8069002011,LARIMER,5.71,0.34,5523,967.3
238,"Census Tract 85.50, Adams County, Colorado",8001008550,ADAMS,1.69,0.02,8248,4880.5
239,"Census Tract 85.41, Adams County, Colorado",8001008541,ADAMS,14.02,0.32,4897,349.3
240,"Census Tract 85.40, Adams County, Colorado",8001008540,ADAMS,5.05,0.24,7319,1449.3
241,"Census Tract 85.35, Adams County, Colorado",8001008535,ADAMS,5.85,0.37,3784,646.8
242,"Census Tract 85.37, Adams County, Colorado",8001008537,ADAMS,4.62,0.04,6896,1492.6
243,"Census Tract 86.06, Adams County, Colorado",8001008606,ADAMS,1.48,0.07,6576,4443.2
245,"Census Tract 91.04, Adams County, Colorado",8001009104,ADAMS,1.01,0,6168,6106.9
246,"Census Tract 20.10, Larimer County, Colorado",8069002010,LARIMER,9.31,0.89,2595,278.7
247,"Census Tract 18.09, Larimer County, Colorado",8069001809,LARIMER,35.37,0.07,11244,317.9
248,"Census Tract 17.09, Larimer County, Colorado",8069001709,LARIMER,46.58,4.53,14872,319.3
249,"Census Tract 17.08, Larimer County, Colorado",8069001708,LARIMER,1.51,0.1,3695,2447
250,"Census Tract 13.08, Larimer County, Colorado",8069001308,LARIMER,10.49,1.56,5217,497.3
251,"Census Tract 8.02, Larimer County, Colorado",8069000802,LARIMER,0.4,0,1301,3252.5
252,"Census Tract 8.01, Larimer County, Colorado",8069000801,LARIMER,0.42,0,1774,4223.8
253,"Census Tract 5.06, Larimer County, Colorado",8069000506,LARIMER,0.49,0,3493,7128.6
254,"Census Tract 5.04, Larimer County, Colorado",8069000504,LARIMER,0.5,0,3395,6790
255,"Census Tract 5.03, Larimer County, Colorado",8069000503,LARIMER,0.5,0,5635,11270
256,"Census Tract 4.02, Larimer County, Colorado",8069000402,LARIMER,0.99,0.02,2766,2793.9
257,"Census Tract 4.01, Larimer County, Colorado",8069000401,LARIMER,0.51,0,1965,3852.9
258,"Census Tract 2.01, Larimer County, Colorado",8069000201,LARIMER,0.38,0,3073,8086.8
259,"Census Tract 19.02, Larimer County, Colorado",8069001902,LARIMER,1.2,0.1,4590,3825
260,"Census Tract 86.04, Adams County, Colorado",8001008604,ADAMS,0.84,0,4970,5916.7
261,"Census Tract 86.05, Adams County, Colorado",8001008605,ADAMS,0.77,0,3600,4675.3
262,"Census Tract 95.53, Adams County, Colorado",8001009553,ADAMS,2.9,0.08,3137,1081.7
263,"Census Tract 87.06, Adams County, Colorado",8001008706,ADAMS,0.73,0,5140,7041.1
264,"Census Tract 91.01, Adams County, Colorado",8001009101,ADAMS,0.72,0,4694,6519.4
265,"Census Tract 90.02, Adams County, Colorado",8001009002,ADAMS,1.18,0.01,10580,8966.1
266,"Census Tract 20.07, Larimer County, Colorado",8069002007,LARIMER,1.84,0.18,3378,1835.9
267,"Census Tract 20.05, Larimer County, Colorado",8069002005,LARIMER,1,0,5454,5454
268,"Census Tract 20.08, Larimer County, Colorado",8069002008,LARIMER,1.24,0.01,4131,3331.5
269,"Census Tract 19.03, Larimer County, Colorado",8069001903,LARIMER,260.93,0.34,3604,13.8
270,"Census Tract 18.04, Larimer County, Colorado",8069001804,LARIMER,1.19,0.7,4123,3464.7
271,"Census Tract 19.01, Larimer County, Colorado",8069001901,LARIMER,1.68,0.16,4515,2687.5
272,"Census Tract 18.07, Larimer County, Colorado",8069001807,LARIMER,1.47,0.01,5830,3966
273,"Census Tract 93.08, Adams County, Colorado",8001009308,ADAMS,0.57,0.01,4789,8401.8
274,"Census Tract 90.01, Adams County, Colorado",8001009001,ADAMS,0.81,0,4306,5316
275,"Census Tract 93.06, Adams County, Colorado",8001009306,ADAMS,0.64,0.01,3694,5771.9
276,"Census Tract 93.18, Adams County, Colorado",8001009318,ADAMS,0.49,0.01,6931,14144.9
277,"Census Tract 87.05, Adams County, Colorado",8001008705,ADAMS,0.94,0,5126,5453.2
278,"Census Tract 85.33, Adams County, Colorado",8001008533,ADAMS,1.29,0.01,8237,6385.3
279,"Census Tract 92.04, Adams County, Colorado",8001009204,ADAMS,0.96,0.02,7000,7291.7
280,"Census Tract 85.07, Adams County, Colorado",8001008507,ADAMS,1.01,0,7002,6932.7
281,"Census Tract 17.07, Larimer County, Colorado",8069001707,LARIMER,1.31,0,5466,4172.5
282,"Census Tract 18.06, Larimer County, Colorado",8069001806,LARIMER,2.44,0.01,7825,3207
283,"Census Tract 17.04, Larimer County, Colorado",8069001704,LARIMER,3.3,0.03,9246,2801.8
284,"Census Tract 17.06, Larimer County, Colorado",8069001706,LARIMER,1.84,0.28,6576,3573.9
