OBJECTID,Tract_Name,Tract_FIPS,County,Area_Land_Square_Miles,Area_Water_Square_Miles,Population_Total,Population_Density_PerLandSquareMile
1227,"Census Tract 845, Arapahoe County, Colorado",8005084500,ARAPAHOE,0.28,0,3022,10792.9
1228,"Census Tract 56.34, Arapahoe County, Colorado",8005005634,ARAPAHOE,1.56,0.29,3108,1992.3
1229,"Census Tract 849, Arapahoe County, Colorado",8005084900,ARAPAHOE,0.71,0,3412,4805.6
1230,"Census Tract 811, Arapahoe County, Colorado",8005081100,ARAPAHOE,0.94,0,6042,6427.7
1231,"Census Tract 812, Arapahoe County, Colorado",8005081200,ARAPAHOE,0.51,0,4388,8603.9
1232,"Census Tract 847, Arapahoe County, Colorado",8005084700,ARAPAHOE,0.68,0,4661,6854.4
1233,"Census Tract 842, Arapahoe County, Colorado",8005084200,ARAPAHOE,0.57,0,3816,6694.7
1234,"Census Tract 843, Arapahoe County, Colorado",8005084300,ARAPAHOE,0.46,0,3532,7678.3
1235,"Census Tract 858, Arapahoe County, Colorado",8005085800,ARAPAHOE,0.34,0.23,1793,5273.5
1236,"Census Tract 834, Arapahoe County, Colorado",8005083400,ARAPAHOE,1.05,0,7246,6901
1237,"Census Tract 813, Arapahoe County, Colorado",8005081300,ARAPAHOE,0.45,0,3153,7006.7
1238,"Census Tract 854, Arapahoe County, Colorado",8005085400,ARAPAHOE,0.71,0,4389,6181.7
1239,"Census Tract 862, Arapahoe County, Colorado",8005086200,ARAPAHOE,0.86,0,6437,7484.9
1240,"Census Tract 857, Arapahoe County, Colorado",8005085700,ARAPAHOE,0.67,0,4434,6617.9
1241,"Census Tract 833, Arapahoe County, Colorado",8005083300,ARAPAHOE,0.74,0,4486,6062.2
1242,"Census Tract 840, Arapahoe County, Colorado",8005084000,ARAPAHOE,0.33,0,2517,7627.3
1243,"Census Tract 77.03, Arapahoe County, Colorado",8005007703,ARAPAHOE,0.71,0,4545,6401.4
1244,"Census Tract 821, Arapahoe County, Colorado",8005082100,ARAPAHOE,0.75,0,7199,9598.7
1245,"Census Tract 810, Arapahoe County, Colorado",8005081000,ARAPAHOE,0.92,0,5995,6516.3
1246,"Census Tract 803, Arapahoe County, Colorado",8005080300,ARAPAHOE,0.98,0,5607,5721.4
1247,"Census Tract 804, Arapahoe County, Colorado",8005080400,ARAPAHOE,0.93,0,4931,5302.2
1248,"Census Tract 808, Arapahoe County, Colorado",8005080800,ARAPAHOE,0.35,0,3544,10125.7
1249,"Census Tract 809, Arapahoe County, Colorado",8005080900,ARAPAHOE,0.65,0,4753,7312.3
