state,test_id,recall_vote,district
CO,4454349,DK,03
CO,700478,Yes,03
CO,616522,No,03
CO,872138,No,03
CO,3475118,Yes,03
CO,1623561,No,03
CO,1568770,No,03
CO,926622,No,03
CO,2411630,DK,03
CO,2301810,Yes,03
CO,112946,Yes,03
CO,4820427,DK,03
CO,779295,DK,03
CO,339191,DK,03
CO,1125582,Yes,03
CO,737223,No,03
CO,4642167,No,03
CO,3431367,Yes,03
CO,3129107,No,03
CO,4714362,Yes,03
CO,444599,DK,03
CO,1138321,DK,03
CO,2385700,Yes,03
CO,2972058,DK,03
CO,4943097,Yes,03
CO,2872605,Yes,03
CO,3918135,Yes,03
CO,4341076,Yes,03
CO,871591,DK,03
CO,2593773,DK,03
CO,608516,No,03
CO,3339154,No,03
CO,3025050,No,03
CO,4593367,No,03
CO,4514895,Yes,03
CO,1881175,No,03
CO,192988,DK,03
CO,4993816,Yes,03
CO,3394318,No,03
CO,1033009,No,03
CO,3533320,DK,03
CO,2641038,Yes,03
CO,1062020,Yes,03
CO,3145395,No,03
CO,457485,DK,03
CO,1050394,DK,03
CO,1204211,DK,03
CO,4914816,DK,03
CO,3672295,No,03
CO,846607,No,03
CO,467884,No,03
CO,821108,Yes,03
CO,2316381,Yes,03
CO,1995774,Yes,03
CO,2737042,No,03
CO,3039268,DK,03
WI,779677,No,03
CO,4032254,No,03
CO,4268498,Yes,03
CO,2152674,DK,03
CO,4359976,Yes,03
CO,4640781,Yes,03
CO,1012257,Yes,03
CO,2640765,Yes,03
CO,3085016,Yes,03
CO,1897667,No,03
CO,158665,Yes,03
CO,1551190,No,03
CO,1422564,Yes,03
CA,2260846,Yes,03
CO,307030,No,03
CO,4288217,Yes,03
CO,2382268,DK,03
CO,412397,Yes,03
CO,548546,DK,03
CO,1179746,DK,03
CO,1971131,DK,03
CO,3857656,No,03
CO,2572232,Yes,03
CO,676593,Yes,03
CO,1283963,Yes,03
CO,4748884,Yes,03
CO,1248679,No,03
CO,2557315,No,03
CO,3904000,No,03
CO,3797600,Yes,03
CO,326130,DK,03
CO,2164993,Yes,03
CO,3049163,Yes,03
CO,1964216,Yes,03
CO,1532432,DK,03
CO,833938,Yes,03
CO,180892,Yes,03
CO,3593749,No,03
CO,4235495,No,03
CO,2335786,No,03
CO,1747423,Yes,03
CO,2522982,DK,03
CO,1633279,No,03
CO,1375739,DK,03
CO,506857,Yes,03
CO,2472067,DK,03
CO,3055376,DK,03
CO,2013424,DK,03
CO,4384513,No,03
CO,716973,No,03
CO,3016632,Yes,03
CO,3227799,Yes,03
CO,3633804,Yes,03
CO,4721574,Yes,03
CO,630658,No,03
CO,3001086,Yes,03
CO,3625162,Yes,03
CO,544788,Yes,03
CO,927808,DK,03
CO,217691,Yes,03
CO,4363598,DK,03
CO,943028,Yes,03
CO,4587230,DK,03
CO,3914741,DK,03
CO,1425685,Yes,03
CO,828711,Yes,03
CO,3178775,DK,03
CO,3495805,No,03
CO,219119,No,03
CO,2322162,No,03
CO,1167867,Yes,03
CO,2815431,Yes,03
CO,4040241,DK,03
CO,2300348,DK,03
CO,1467996,Yes,03
CO,4880224,No,03
CO,2550513,No,03
CO,514553,DK,03
CO,996756,No,03
CO,4868220,DK,03
CO,369181,No,03
CO,301904,No,03
CO,3104702,DK,03
CO,173219,No,03
CO,4993014,Yes,03
CO,630666,No,03
CO,2974013,Yes,03
CO,340351,DK,03
CO,1559753,Yes,03
CO,2673799,No,03
CO,1777032,Yes,03
CO,3801326,Yes,03
CO,3717808,No,03
CO,3324591,DK,03
CO,3877999,Yes,03
CO,4664390,DK,03
CO,1380941,Yes,03
CO,4832916,DK,03
CO,4412723,Yes,03
CO,22520,No,03
CO,808276,No,03
CO,912926,DK,03
CO,583720,Yes,03
CO,199217,Yes,03
CO,4355912,Yes,03
CO,1400579,Yes,03
CO,4344045,No,03
CO,2963205,No,03
CO,693972,Yes,03
CO,585011,Yes,03
CO,3833615,Yes,03
CO,1912717,Yes,03
CO,1815032,No,03
CO,139141,No,03
CO,4119888,Yes,03
CO,2695576,Yes,03
CO,1361095,DK,03
CO,4543427,No,03
CO,1167178,DK,03
CO,1127373,No,03
CO,2765845,DK,03
CO,3778335,DK,03
CO,750211,DK,03
CO,1684066,No,03
CO,3460464,No,03
CO,34337,DK,03
CO,145134,Yes,03
CO,2512442,No,03
CO,1692448,Yes,03
CO,489611,Yes,03
CO,3706240,DK,03
CO,2971774,DK,03
CO,2024272,No,03
CO,4226943,Yes,03
CO,2796650,No,03
CO,2234899,No,03
CO,2087615,Yes,03
CO,2049694,No,03
CO,3050478,Yes,03
CO,3216067,Yes,03
CO,1953998,No,03
CO,640471,Yes,03
CO,3429345,Yes,03
CO,2367475,No,03
CO,184896,DK,03
CO,2622626,DK,03
CO,3248938,Yes,03
CO,2884399,DK,03
CO,4881687,No,03
CO,2189105,No,03
CO,2410119,No,03
CO,1536116,Yes,03
CO,2874867,No,03
CO,1548813,Yes,03
CO,1966187,DK,03
CO,4882228,No,03
CO,3374899,DK,03
CO,1862988,Yes,03
CO,31572,Yes,03
CO,3358180,No,03
CO,62271,No,03
CO,10606,Yes,03
CO,2941747,Yes,03
CO,1933105,No,03
CO,1398692,Yes,03
CO,1304320,No,03
CO,1707665,DK,03
CO,2763502,No,03
CO,1022926,No,03
CO,982708,Yes,03
CO,1176980,DK,03
CO,2183548,No,03
CO,386531,DK,03
CO,330937,No,03
CO,49466,No,03
CO,1027058,No,03
CO,4031762,No,03
CO,1272424,Yes,03
CO,3135791,Yes,03
CO,1946156,No,03
CO,2392321,No,03
CO,768957,No,03
CO,3515730,DK,03
CO,1644914,Yes,03
CO,2658123,Yes,03
CO,4197053,No,03
CO,1456826,DK,03
CO,4260901,DK,03
CO,566639,DK,03
CO,4022129,No,03
CO,1078202,Yes,03
CO,2735448,No,03
CO,1876811,No,03
CO,3252747,DK,03
CO,681947,Yes,03
CO,792960,Yes,03
CO,1692256,No,03
CO,2197107,No,03
CO,1873197,No,03
CO,716490,Yes,03
CO,2928619,DK,03
CO,2252434,No,03
CO,2318927,No,03
CO,3350987,Yes,03
CO,250517,Yes,03
CO,3136068,Yes,03
CO,554813,DK,03
CO,3178592,DK,03
CO,1064990,No,03
CO,2594124,No,03
CO,3758028,No,03
CO,1719428,No,03
CO,1981541,No,03
CO,4504907,Yes,03
CO,145009,No,03
CO,2336355,DK,03
CO,743201,Yes,03
CO,637292,Yes,03
CO,3001641,Yes,03
CO,3609774,Yes,03
CO,3015834,No,03
CO,3996185,Yes,03
CO,3315159,No,03
CO,2277088,DK,03
CO,4552479,Yes,03
CO,3274269,No,03
CO,4789378,No,03
CO,2700943,No,03
CO,3504667,No,03
CO,2264577,Yes,03
CO,4261068,No,03
CO,694575,No,03
CO,1685676,No,03
CO,469653,DK,03
CO,3652142,Yes,03
CO,2081273,No,03
CO,2483383,Yes,03
CO,2024440,Yes,03
CO,3888782,No,03
CO,2299107,DK,03
CO,2789405,No,03
CO,2392525,No,03
CO,1040102,DK,03
CO,1223779,Yes,03
CO,1854467,DK,03
CO,2579064,No,03
CO,2544084,Yes,03
CO,2590343,DK,03
CO,1736311,DK,03
CO,540474,Yes,03
CO,2765048,DK,03
CO,2773226,Yes,03
CO,692251,Yes,03
CO,3576134,No,03
CO,3623781,Yes,03
CO,3062664,Yes,03
CO,4389938,No,03
CO,1735535,Yes,03
CO,1580477,No,03
CO,1033835,DK,03
CO,1137908,DK,03
CO,596938,DK,03
CO,3596781,No,03
CO,4265460,DK,03
CO,1940471,No,03
CO,3343842,Yes,03
CO,4273467,DK,03
CO,4482577,Yes,03
CO,2086562,No,03
CO,1946756,Yes,03
CO,4636069,No,03
CO,1114701,DK,03
CO,1804121,DK,03
CO,1942338,Yes,03
CO,3508481,Yes,03
CO,2288522,Yes,03
CO,4148849,No,03
CO,3331029,DK,03
CO,1788842,No,03
CO,2569732,Yes,03
CO,1179889,No,03
CO,28301,DK,03
CO,2709102,No,03
CO,3213512,Yes,03
CO,2303431,Yes,03
CO,4980571,Yes,03
CO,4955626,No,03
CO,1399505,No,03
CO,4034711,DK,03
CO,3490780,DK,03
CO,1112642,Yes,03
CO,3621090,Yes,03
CO,219842,DK,03
CO,4839310,DK,03
CO,2893686,Yes,03
CO,4263374,DK,03
CO,3358262,Yes,03
CO,2466728,No,03
CO,4454983,Yes,03
CO,4817608,Yes,03
CO,3506678,DK,03
CO,3925262,Yes,03
CO,2841135,DK,03
CO,4973842,No,03
CO,2702606,Yes,03
WA,1636209,Yes,03
CO,4177995,No,03
CO,400792,No,03
CO,4037510,DK,03
CO,988419,Yes,03
CO,4174096,Yes,03
CO,3870858,Yes,03
CO,3067815,DK,03
CO,1904664,Yes,03
CO,1955968,DK,03
CO,3412332,Yes,03
CO,4864727,Yes,03
CO,3193188,DK,03
CO,1238561,DK,03
CO,1868017,No,03
CO,3225382,No,03
CO,2183445,No,03
CO,1640698,Yes,03
CO,34738,DK,03
CO,356864,DK,03
CO,1291250,DK,03
CO,3409880,Yes,03
CO,1995062,Yes,03
CO,437313,Yes,03
CO,2900103,No,03
CO,2929606,Yes,03
CO,4127150,DK,03
CO,4924406,DK,03
CO,3598516,No,03
CO,3987409,Yes,03
CO,498991,No,03
CO,576386,Yes,03
CO,61726,Yes,03
CO,1602673,Yes,03
CO,1256217,No,03
CO,159627,No,03
CO,4382142,DK,03
CO,996301,DK,03
CO,4275508,DK,03
CO,1952977,Yes,03
CO,1654559,Yes,03
CO,1194986,DK,03
CO,837541,DK,03
CO,4875240,Yes,03
CO,4829474,No,03
CO,685452,No,03
CO,3706912,DK,03
CO,4519993,No,03
CO,4632381,Yes,03
CO,1467856,DK,03
CO,3395277,Yes,03
CO,469801,Yes,03
CO,3667021,No,03
CO,2895559,Yes,03
CO,3289017,Yes,03
CO,393387,DK,03
CO,4444516,No,03
CO,4132437,DK,03
CO,155034,Yes,03
CO,3006582,DK,03
CO,4820450,No,03
CO,2623794,Yes,03
CO,2092838,DK,03
CO,182597,No,03
CO,1848237,No,03
CO,1721518,No,03
CO,2809821,DK,03
CO,4874533,No,03
CO,214081,Yes,03
CO,878223,Yes,03
CO,619001,Yes,03
CO,1954647,Yes,03
CO,4166189,DK,03
CO,4060007,DK,03
CO,1118495,DK,03
CO,61239,Yes,03
CO,3377875,No,03
CO,2188755,No,03
CO,3138842,No,03
CO,3627259,No,03
CO,1248370,Yes,03
CO,1815142,No,03
CO,788170,Yes,03
CO,2830796,Yes,03
CO,1609636,Yes,03
CO,4483206,Yes,03
CO,4736457,No,03
CO,2163276,DK,03
CO,236036,Yes,03
CO,1281144,No,03
CO,4073283,Yes,03
CO,1232017,DK,03
CO,3772136,Yes,03
CO,2911995,Yes,03
CO,4027830,DK,03
CO,736403,DK,03
CO,4268613,No,03
CO,1953854,DK,03
CO,4346636,Yes,03
CO,2260433,No,03
CO,4978729,No,03
CO,1828144,Yes,03
CO,3668037,No,03
CO,1383737,No,03
CO,3717303,Yes,03
CO,2392121,No,03
CO,2776168,Yes,03
CO,3004952,No,03
CO,3147962,No,03
CO,4288568,No,03
CO,4099565,No,03
CO,335939,No,03
CO,1606796,DK,03
CO,267185,No,03
CO,4586734,No,03
CO,4363136,DK,03
CO,1476534,Yes,03
CO,3215982,DK,03
CO,2026610,No,03
CO,1013178,Yes,03
CO,2320036,No,03
CO,4159609,DK,03
CO,4244930,No,03
CO,3371595,Yes,03
CO,1730580,Yes,03
CO,459346,DK,03
CO,2088543,Yes,03
CO,4633553,DK,03
CO,3263241,No,03
CO,4292309,Yes,03
CO,459544,DK,03
CO,311599,No,03
CO,1994097,No,03
CO,4751551,No,03
CO,4575609,DK,03
CO,4371518,No,11
CO,999789,No,11
CO,1149198,No,11
CO,1953118,No,11
CO,4234376,No,11
CO,58996,DK,11
CO,1822672,No,11
CO,337863,DK,11
CO,617063,No,11
CO,2137492,No,11
CO,3046520,DK,11
CO,4423304,No,11
CO,4840771,DK,11
CO,3529663,DK,11
CO,72754,DK,11
CO,3627224,DK,11
CO,174439,No,11
CO,2247854,Yes,11
CO,912954,No,11
CO,1258746,No,11
CO,3868405,Yes,11
CO,2214786,Yes,11
CO,4486746,No,11
CO,1477538,DK,11
CO,1375707,Yes,11
CO,2710294,No,11
CO,3817551,Yes,11
CO,1306792,No,11
CO,4136264,Yes,11
CO,1721250,No,11
CO,1770179,Yes,11
CO,4337009,DK,11
CO,295724,No,11
CO,808044,No,11
CO,4526969,No,11
CO,3134030,DK,11
CO,4405962,No,11
CO,1957873,Yes,11
CO,3967483,No,11
CO,59902,Yes,11
CO,2070477,No,11
CO,203095,No,11
CO,209099,Yes,11
CO,2711537,Yes,11
CO,4147652,DK,11
CO,1420315,Yes,11
CO,747651,DK,11
CO,4103913,Yes,11
CO,3530775,Yes,11
CO,1346186,Yes,11
CO,4364116,DK,11
CO,479689,DK,11
CO,720037,Yes,11
CO,1265708,Yes,11
CO,1664049,DK,11
CO,3806686,DK,11
CO,3593231,No,11
CO,4309592,Yes,11
CO,1042981,Yes,11
CO,1333890,Yes,11
CO,2010051,No,11
CO,1607283,Yes,11
CO,2906957,Yes,11
CO,2624392,Yes,11
CO,3390923,Yes,11
CO,2337969,DK,11
CO,4390345,No,11
CO,2425716,No,11
CO,4689394,DK,11
CO,973076,No,11
CO,2880334,DK,11
CO,2433115,Yes,11
CO,4952170,Yes,11
CO,4421791,No,11
CO,4535632,Yes,11
CO,4464318,No,11
CO,1917188,Yes,11
CO,3586043,No,11
CO,1604673,DK,11
CO,4408516,No,11
CO,906312,Yes,11
CO,4335826,DK,11
CO,1547909,No,11
CO,4385954,Yes,11
CO,1476169,No,11
CO,2170427,Yes,11
CO,2209545,DK,11
CO,695410,Yes,11
IL,142907,DK,11
CO,4899136,DK,11
CO,155936,No,11
CO,3064808,DK,11
CO,1701907,DK,11
CO,4208671,No,11
CO,3795793,Yes,11
CO,3435873,Yes,11
CO,753129,Yes,11
CO,4040859,Yes,11
CO,2830720,DK,11
CO,263909,Yes,11
CO,3536022,DK,11
CO,225569,Yes,11
CO,4816528,Yes,11
CO,1085462,DK,11
CO,4538168,No,11
CO,960676,Yes,11
CO,398082,No,11
CO,1118500,DK,11
CO,1962799,Yes,11
CO,4966750,No,11
CO,2037350,DK,11
CO,3144490,Yes,11
CO,1387221,DK,11
CO,806853,No,11
CO,1059308,No,11
CO,308832,Yes,11
CO,4911024,No,11
CO,309487,Yes,11
CO,584350,DK,11
CO,3538507,DK,11
CO,143294,Yes,11
CO,2940763,No,11
CO,4993447,Yes,11
CO,4579942,Yes,11
CO,5957,Yes,11
CO,2757928,DK,11
CO,2948812,Yes,11
CO,2514424,DK,11
CO,4893474,Yes,11
CO,2193497,Yes,11
CO,4215228,Yes,11
CO,32594,No,11
CO,1105565,No,11
CO,3043107,Yes,11
CO,1285323,No,11
CO,19675,No,11
CO,2688903,Yes,11
CO,2712463,No,11
CO,4829326,No,11
CO,4198892,No,11
CO,3298193,DK,11
CO,4541703,DK,11
CO,626279,DK,11
CO,103453,No,11
CO,514416,Yes,11
CO,2207678,Yes,11
CO,1357600,Yes,11
CO,170601,Yes,11
CO,304259,DK,11
CO,3540306,No,11
CO,1157028,Yes,11
CO,3289263,DK,11
CO,25277,Yes,11
CO,4441399,No,11
CO,3114445,No,11
CO,3519686,No,11
CO,3594347,No,11
CO,4560737,DK,11
CO,684927,Yes,11
CO,2239449,Yes,11
CO,2851276,Yes,11
CO,1881185,DK,11
CO,3571264,Yes,11
CO,4238049,No,11
CO,4049089,No,11
CO,2548997,No,11
CO,1427367,No,11
CO,988807,No,11
CO,2149937,DK,11
CO,135213,No,11
CO,4409537,Yes,11
CO,3472490,Yes,11
CO,2471065,DK,11
CO,3404705,Yes,11
CO,636868,No,11
CO,2764032,Yes,11
CO,1524531,No,11
CO,3676254,No,11
CO,452115,Yes,11
CO,83050,DK,11
CO,1900517,DK,11
CO,1775810,Yes,11
CO,393076,No,11
CO,1413259,Yes,11
CO,2903942,No,11
CO,4187647,Yes,11
CO,2224484,No,11
CO,3736115,Yes,11
CO,2227457,DK,11
CO,2327542,No,11
CO,136050,Yes,11
CO,3365738,DK,11
CO,3053880,DK,11
CO,2210780,Yes,11
CO,2317613,Yes,11
CO,266824,Yes,11
CO,1375304,Yes,11
CO,3436221,DK,11
CO,4865259,No,11
CO,4888703,No,11
CO,2403824,No,11
CO,4876074,No,11
CO,4802850,Yes,11
CO,292881,No,11
CO,2729505,Yes,11
CO,2559491,Yes,11
CO,23240,No,11
CO,769632,Yes,11
CO,4178897,No,11
CO,540403,DK,11
CO,2840394,No,11
CO,4541643,DK,11
CO,2658199,No,11
CO,2659833,DK,11
CO,3978439,Yes,11
CO,1099549,Yes,11
CO,997199,No,11
CO,3275403,No,11
CO,3537011,Yes,11
CO,2498289,No,11
CO,2985499,Yes,11
CO,2853619,No,11
CO,3885550,Yes,11
CO,708387,DK,11
CO,1714371,No,11
CO,3588779,Yes,11
CO,2859530,Yes,11
CO,3999902,Yes,11
CO,3729017,DK,11
CO,3294732,DK,11
CO,2779979,Yes,11
CO,1675328,No,11
CO,1674921,No,11
CO,4694747,No,11
CO,4177894,Yes,11
CO,3485408,No,11
CO,41442,Yes,11
CO,1537237,DK,11
CO,559160,No,11
CO,1831421,DK,11
CO,4841818,Yes,11
CO,4271822,No,11
CO,2747246,No,11
CO,4761367,No,11
CO,3878339,No,11
CO,950920,Yes,11
CO,4958267,DK,11
CO,3228929,No,11
CO,174433,No,11
CO,457973,DK,11
CO,1335299,No,11
CO,4618495,No,11
CO,3588599,DK,11
CO,1286154,Yes,11
CO,3869251,Yes,11
CO,1438874,Yes,11
CO,3068187,DK,11
CO,936997,Yes,11
CO,4386292,No,11
CO,1225968,Yes,11
CO,844440,Yes,11
CO,1064981,Yes,11
CO,48185,Yes,11
CO,784827,No,11
CO,1547877,No,11
CO,2186680,No,11
CO,3547030,DK,11
CO,2611124,No,11
CO,3296496,DK,11
CO,1964579,No,11
CO,2984349,Yes,11
CO,4700268,Yes,11
CO,999434,No,11
CO,3382112,No,11
CO,2531772,Yes,11
CO,2866779,No,11
CO,1852449,No,11
CO,3545052,Yes,11
CO,4000966,Yes,11
CO,4843869,No,11
CO,1676250,No,11
CO,2451321,Yes,11
CO,3945153,Yes,11
CO,3195653,Yes,11
CO,3029104,No,11
CO,2206637,No,11
CO,1167791,Yes,11
CO,778452,No,11
CO,2354061,No,11
CO,1400333,No,11
CO,1755565,Yes,11
CO,1093865,Yes,11
CO,2534949,No,11
CO,3896838,Yes,11
CO,3993118,No,11
CO,2372322,Yes,11
CO,687857,Yes,11
CO,3397820,DK,11
CO,1398832,Yes,11
CO,3579527,No,11
CO,390280,No,11
CO,1980791,Yes,11
CO,4785376,DK,11
CO,4861640,No,11
CO,1739791,Yes,11
CO,118736,No,11
CO,2577102,Yes,11
CO,1067218,Yes,11
CO,792198,No,11
CO,1923901,No,11
CO,1967138,Yes,11
CO,1491227,No,11
CO,4741006,Yes,11
CO,3062822,No,11
CO,2476985,No,11
CO,2261097,Yes,11
CO,2943221,No,11
CO,4582183,Yes,11
CO,1071017,Yes,11
CO,4408905,DK,11
CO,4747027,No,11
CO,3190053,DK,11
CO,4461301,Yes,11
CO,4483635,No,11
CO,4668328,No,11
CO,3097921,No,11
CO,1897628,Yes,11
CO,1676807,Yes,11
CO,2078194,Yes,11
CO,3692438,No,11
CO,2950737,No,11
CO,2214527,No,11
CO,727489,DK,11
CO,4550655,DK,11
CO,1882406,Yes,11
CO,2706844,No,11
CO,4030145,DK,11
CO,1489457,Yes,11
CO,3002173,DK,11
CO,4141847,Yes,11
CO,24769,Yes,11
CO,3044813,Yes,11
CO,4848753,Yes,11
CO,660260,DK,11
CO,4269672,Yes,11
CO,2570768,No,11
CO,4686028,DK,11
CO,4874488,Yes,11
CO,3460296,Yes,11
CO,2108022,Yes,11
CO,1451807,DK,11
CO,3318931,Yes,11
CO,2935038,Yes,11
CO,3951111,No,11
CO,1383106,No,11
CO,175525,No,11
CO,450673,Yes,11
CO,1613662,No,11
CO,788682,No,11
CO,1876707,Yes,11
CO,461986,Yes,11
CO,4325826,No,11
CO,279540,Yes,11
CO,767402,Yes,11
CO,4668383,DK,11
CO,2801347,No,11
CO,4825954,Yes,11
CO,2148444,Yes,11
CO,2149743,Yes,11
CO,4407791,No,11
CO,657097,Yes,11
CO,4799904,No,11
CO,3970928,Yes,11
CO,741220,No,11
CO,3040629,Yes,11
CO,439066,Yes,11
CO,4328905,Yes,11
CO,560221,No,11
CO,4792444,DK,11
CO,386730,No,11
CO,563475,Yes,11
CO,772263,Yes,11
CO,4129784,No,11
CO,2417691,Yes,11
CO,1718770,Yes,11
CO,4991469,No,11
CO,4099806,Yes,11
CO,4532849,No,11
CO,1601738,Yes,11
CO,1585618,Yes,11
CO,2803376,No,11
CO,598153,No,11
CO,3519194,Yes,11
CO,4488965,No,11
CO,1860095,Yes,11
CO,4127891,Yes,11
CO,3702334,No,11
CO,4118709,No,11
CO,4849446,Yes,11
CO,2478506,DK,11
CO,3814140,No,11
CO,1314851,DK,11
CO,207206,Yes,11
CO,2362388,Yes,11
CO,3008875,No,11
CO,3914903,DK,11
CO,2461743,DK,11
CO,3665237,DK,11
CO,2290858,Yes,11
CO,3955867,No,11
CO,2968,Yes,11
CO,2651368,No,11
CO,4063776,Yes,11
CO,1120586,No,11
CO,983317,No,11
CO,2268525,Yes,11
CO,4318047,Yes,11
CO,1539309,No,11
CO,1275593,Yes,11
CO,4843629,Yes,11
CO,2691521,DK,11
CO,7389,Yes,11
CO,4302998,Yes,11
CO,2904572,DK,11
CO,4281892,DK,11
CO,4117141,DK,11
CO,2594027,Yes,11
CO,25778,No,11
CO,321049,Yes,11
CO,597753,No,11
CO,1535609,No,11
CO,3624908,No,11
CO,1307633,No,11
CO,2937492,No,11
CO,2000159,No,11
CO,3105396,DK,11
CO,1581017,Yes,11
CO,1854929,Yes,11
CO,3207607,Yes,11
CO,4031964,Yes,11
CO,4052707,DK,11
CO,1164318,No,11
CO,3998005,Yes,11
CO,3686930,DK,11
CO,1947992,Yes,11
CO,638884,Yes,11
CO,4966144,Yes,11
CO,1866453,Yes,11
CO,4375449,Yes,11
CO,3542432,DK,11
CO,2432213,No,11
CO,1472504,DK,11
CO,3899820,No,11
CO,2166718,Yes,11
CO,2748560,No,11
CO,584506,Yes,11
CO,2741389,DK,11
CO,3546742,Yes,11
CO,4683810,DK,11
CO,649980,Yes,11
CO,1542185,No,11
CO,4944398,DK,11
CO,4242549,No,11
CO,689738,No,11
CO,2504225,DK,11
CO,4097286,DK,11
CO,558342,Yes,11
CO,564563,DK,11
CO,4849606,Yes,11
CO,2025160,Yes,11
CO,4667870,Yes,11
CO,4358770,No,11
CO,3781937,DK,11
CO,1972652,No,11
CO,4233160,Yes,11
CO,2519591,Yes,11
CO,1953900,Yes,11
CO,1741425,No,11
CO,1249399,No,11
CO,1479424,DK,11
CO,3820957,No,11
CO,1002899,DK,11
CO,4780143,DK,11
CO,3720402,No,11
CO,1405679,DK,11
CO,2486789,DK,11
CO,4440597,No,11
CO,4501863,Yes,11
CO,2561875,DK,11
CO,4354595,No,11
CO,4219747,Yes,11
CO,2167210,Yes,11
CO,184412,No,11
CO,2932682,No,11
CO,369794,Yes,11
CO,3245530,Yes,11
CO,4209529,No,11
CO,774450,No,11
CO,1142730,No,11
CO,4483303,Yes,11
CO,551208,No,11
CO,136699,No,11
CO,2306321,Yes,11
CO,239963,DK,11
CO,2123253,Yes,11
CO,3880463,Yes,11
CO,2296310,Yes,11
CO,1920402,DK,11
CO,745161,Yes,11
CO,2949648,No,11
CO,2728503,DK,11
CO,1951459,Yes,11
CO,2615469,Yes,11
CO,470695,DK,11
CO,3250840,No,11
CO,4864093,Yes,11
CO,25075,No,11
CO,178323,No,11
CO,828526,No,11
CO,4086160,Yes,11
CO,4625030,No,11
CO,901364,Yes,11
CO,4238824,No,11
CO,2626532,No,11
CO,4374989,Yes,11
CO,2989839,Yes,11
CO,3683543,Yes,11
CO,4814855,Yes,11
CO,2544956,Yes,11
CO,3787040,DK,11
CO,2228993,DK,11
CO,2058911,Yes,11
CO,3548397,No,11
CO,1814678,Yes,11
CO,170697,No,11
CO,3734647,No,11
CO,2719549,No,11
CO,1493231,DK,11
CO,289035,Yes,11
CO,2995048,DK,11
CO,4636823,No,11
CO,1872687,Yes,11
CO,2276792,No,11
CO,4095619,Yes,11
CO,1580101,No,11
CO,3011070,No,11
CO,2268157,No,11
CO,1452720,Yes,11
CO,2445231,Yes,11
CO,1378516,No,11
CO,2556395,Yes,11
CO,1855600,No,11
CO,4886492,DK,11
CO,91437,Yes,11
CO,857955,Yes,11
CO,4699915,DK,11
CO,2261743,DK,11
CO,3769533,No,11
CO,663111,Yes,11
CO,3800308,No,11
CO,1779965,DK,11
CO,760306,Yes,11
CO,4906968,Yes,11
CO,2564495,DK,11
CO,2463085,DK,11
CO,2448150,Yes,11
CO,4610062,Yes,11
CO,1445701,DK,11
CO,3901073,DK,11
CO,3460041,No,11
CO,2152184,No,11
CO,2951529,Yes,11
CO,2347862,Yes,11
CO,1382646,No,11
CO,3919773,No,11
CO,1759940,No,11
CO,4109956,DK,11
CO,2647319,Yes,11
CO,4879747,Yes,11
CO,3391528,Yes,11
CO,4998897,No,11
CO,3480685,DK,11
CO,1616555,No,11
CO,758752,DK,11
CO,4102529,No,11
CO,2159699,Yes,11
CO,2464620,DK,11
CO,1587820,DK,11
CO,4631746,Yes,11
CO,2067712,DK,11
CO,840865,DK,11
CO,99905,No,11
CO,1576262,Yes,11
CO,4863383,No,11
CO,2130750,Yes,11
CO,1827109,Yes,11
CO,3015535,DK,11
CO,1517674,Yes,11
CO,976598,Yes,11
CO,3080109,Yes,11
CO,3331045,DK,11
CO,348516,No,11
CO,1524251,Yes,11
CO,1923722,DK,11
CO,4352965,Yes,11
CO,1803289,DK,11
CO,2186736,Yes,11
CO,2024732,No,11
CO,2072004,Yes,11
CO,4992288,Yes,11
CO,858511,No,11
CO,3588017,Yes,11
CO,346770,Yes,11
CO,3973365,No,11
CO,3974396,Yes,11
CO,4473753,No,11
CO,4686884,No,11
CO,1939797,Yes,11
CO,1061350,Yes,11
CO,773771,Yes,11
CO,447570,Yes,11
CO,2610549,Yes,11
CO,4067223,Yes,11
CO,3602756,Yes,11
CO,1658413,No,11
CO,4688397,Yes,11
CO,347582,DK,11
CO,4845802,Yes,11
CO,2161735,No,11
CO,3867744,DK,11
CO,1433037,No,11
CO,2193787,No,11
CO,2451214,Yes,11
CO,1362522,No,11
CO,4795775,No,11
CO,3738388,Yes,11
CO,2283590,No,11
CO,840047,Yes,11
CO,670196,No,11
CO,80698,No,11
CO,533801,DK,11
CO,635458,No,11
CO,1683632,No,11
CO,3664240,No,11
CO,1912238,No,11
CO,2486962,No,11
CO,399977,No,11
CO,4956484,Yes,11
CO,459309,Yes,11
CO,2154198,No,11
CO,4889519,DK,11
CO,4025200,DK,11
CO,2295288,No,11
CO,1753551,No,11
CO,4167323,No,11
NA,3047655,No,11
CO,4933102,Yes,11
CO,1184735,DK,11
CO,4589710,No,11
CO,3635648,No,11
CO,2720247,Yes,11
CO,2739890,No,11
CO,206168,No,11
CO,1093596,No,11
CO,2890282,DK,11
CO,686191,Yes,11
CO,4015374,No,11
CO,122903,Yes,11
CO,985174,Yes,11
CO,3775164,DK,11
CO,2443719,No,11
CO,476422,No,11
CO,3795595,Yes,11
CO,4340751,No,11
CO,2705641,DK,11
CO,1939401,DK,11
CO,2223038,No,11
CO,3303322,Yes,11
CO,3149176,Yes,11
CO,3216047,DK,11
CO,1584695,Yes,11
CO,2532339,No,11
CO,4334098,Yes,11
CO,4196208,No,11
CO,583324,No,11
CO,18394,Yes,11
