state	test_id	recall_vote
CO	1167791	Yes
CO	778452	No
CO	2354061	No
CO	1400333	No
CO	1755565	Yes
CO	1093865	Yes
CO	2534949	No
CO	3896838	Yes
CO	3993118	No
CO	2372322	Yes
CO	687857	Yes
CO	3397820	DK
CO	1398832	Yes
CO	3579527	No
CO	390280	No
CO	1980791	Yes
CO	4785376	DK
CO	4861640	No
CO	1739791	Yes
CO	118736	No
CO	2577102	Yes
CO	1067218	Yes
CO	792198	No
CO	1923901	No
CO	1967138	Yes
CO	1491227	No
CO	4741006	Yes
CO	3062822	No
CO	2476985	No
CO	2261097	Yes
CO	2943221	No
CO	4582183	Yes
CO	1071017	Yes
CO	4408905	DK
CO	4747027	No
CO	3190053	DK
CO	4461301	Yes
CO	4483635	No
CO	4668328	No
CO	3097921	No
CO	1897628	Yes
CO	1676807	Yes
CO	2078194	Yes
CO	3692438	No
CO	2950737	No
CO	2214527	No
CO	727489	DK
CO	4550655	DK
CO	1882406	Yes
CO	2706844	No
CO	4030145	DK
CO	1489457	Yes
CO	3002173	DK
CO	4141847	Yes
CO	24769	Yes
CO	3044813	Yes
CO	4848753	Yes
CO	660260	DK
CO	4269672	Yes
CO	2570768	No
CO	4686028	DK
CO	4874488	Yes
CO	3460296	Yes
CO	2108022	Yes
CO	1451807	DK
CO	3318931	Yes
CO	2935038	Yes
CO	3951111	No
CO	1383106	No
CO	175525	No
CO	450673	Yes
CO	1613662	No
CO	788682	No
CO	1876707	Yes
CO	461986	Yes
CO	4325826	No
CO	279540	Yes
CO	767402	Yes
CO	4668383	DK
CO	2801347	No
CO	4825954	Yes
CO	2148444	Yes
CO	2149743	Yes
CO	4407791	No
CO	657097	Yes
CO	4799904	No
CO	3970928	Yes
CO	741220	No
CO	3040629	Yes
CO	439066	Yes
CO	4328905	Yes
CO	560221	No
CO	4792444	DK
CO	386730	No
CO	563475	Yes
CO	772263	Yes
CO	4129784	No
CO	2417691	Yes
CO	1718770	Yes
CO	4991469	No
CO	4099806	Yes
CO	4532849	No
CO	1601738	Yes
CO	1585618	Yes
CO	2803376	No
CO	598153	No
CO	3519194	Yes
CO	4488965	No
CO	1860095	Yes
CO	4127891	Yes
CO	3702334	No
CO	4118709	No
CO	4849446	Yes
CO	2478506	DK
CO	3814140	No
CO	1314851	DK
CO	207206	Yes
CO	2362388	Yes
CO	3008875	No
CO	3914903	DK
CO	2461743	DK
CO	3665237	DK
CO	2290858	Yes
CO	3955867	No
CO	2968	Yes
CO	2651368	No
CO	4063776	Yes
CO	1120586	No
CO	983317	No
CO	2268525	Yes
CO	4318047	Yes
CO	1539309	No
CO	1275593	Yes
CO	4843629	Yes
CO	2691521	DK
CO	7389	Yes
CO	4302998	Yes
CO	2904572	DK
CO	4281892	DK
CO	4117141	DK
CO	2594027	Yes
CO	25778	No
CO	321049	Yes
CO	597753	No
CO	1535609	No
CO	3624908	No
CO	1307633	No
CO	2937492	No
CO	2000159	No
CO	3105396	DK
CO	1581017	Yes
CO	1854929	Yes
CO	3207607	Yes
CO	4031964	Yes
CO	4052707	DK
CO	1164318	No
CO	3998005	Yes
CO	3686930	DK
CO	1947992	Yes
CO	638884	Yes
CO	4966144	Yes
CO	1866453	Yes
CO	4375449	Yes
CO	3542432	DK
CO	2432213	No
CO	1472504	DK
CO	3899820	No
CO	2166718	Yes
CO	2748560	No
CO	584506	Yes
CO	2741389	DK
CO	3546742	Yes
CO	4683810	DK
CO	649980	Yes
CO	1542185	No
CO	4944398	DK
CO	4242549	No
CO	689738	No
CO	2504225	DK
CO	4097286	DK
CO	558342	Yes
CO	564563	DK
CO	4849606	Yes
CO	2025160	Yes
CO	4667870	Yes
CO	4358770	No
CO	3781937	DK
CO	1972652	No
CO	4233160	Yes
CO	2519591	Yes
CO	1953900	Yes
CO	1741425	No
CO	1249399	No
CO	1479424	DK
CO	3820957	No
CO	1002899	DK
CO	4780143	DK
CO	3720402	No
CO	1405679	DK
CO	2486789	DK
CO	4440597	No
CO	4501863	Yes
CO	2561875	DK
CO	4354595	No
CO	4219747	Yes
CO	2167210	Yes
CO	184412	No
CO	2932682	No
CO	369794	Yes
CO	3245530	Yes
CO	4209529	No
CO	774450	No
CO	1142730	No
CO	4483303	Yes
CO	551208	No
CO	136699	No
CO	2306321	Yes
CO	239963	DK
CO	2123253	Yes
CO	3880463	Yes
CO	2296310	Yes
CO	1920402	DK
CO	745161	Yes
CO	2949648	No
CO	2728503	DK
CO	1951459	Yes
CO	2615469	Yes
CO	470695	DK
CO	3250840	No
CO	4864093	Yes
CO	25075	No
CO	178323	No
CO	828526	No
CO	4086160	Yes
CO	4625030	No
CO	901364	Yes
CO	4238824	No
CO	2626532	No
CO	4374989	Yes
CO	2989839	Yes
CO	3683543	Yes
CO	4814855	Yes
CO	2544956	Yes
CO	3787040	DK
CO	2228993	DK
CO	2058911	Yes
CO	3548397	No
CO	1814678	Yes
CO	170697	No
CO	3734647	No
CO	2719549	No
CO	1493231	DK
CO	289035	Yes
CO	2995048	DK
CO	4636823	No
CO	1872687	Yes
CO	2276792	No
CO	4095619	Yes
CO	1580101	No
CO	3011070	No
CO	2268157	No
CO	1452720	Yes
CO	2445231	Yes
CO	1378516	No
CO	2556395	Yes
CO	1855600	No
CO	4886492	DK
CO	91437	Yes
CO	857955	Yes
CO	4699915	DK
CO	2261743	DK
CO	3769533	No
CO	663111	Yes
CO	3800308	No
CO	1779965	DK
CO	760306	Yes
CO	4906968	Yes
CO	2564495	DK
CO	2463085	DK
CO	2448150	Yes
CO	4610062	Yes
CO	1445701	DK
CO	3901073	DK
CO	3460041	No
CO	2152184	No
CO	2951529	Yes
CO	2347862	Yes
CO	1382646	No
CO	3919773	No
CO	1759940	No
CO	4109956	DK
CO	2647319	Yes
CO	4879747	Yes
CO	3391528	Yes
CO	4998897	No
CO	3480685	DK
CO	1616555	No
CO	758752	DK
CO	4102529	No
CO	2159699	Yes
CO	2464620	DK
CO	1587820	DK
CO	4631746	Yes
CO	2067712	DK
CO	840865	DK
CO	99905	No
CO	1576262	Yes
CO	4863383	No
CO	2130750	Yes
CO	1827109	Yes
CO	3015535	DK
CO	1517674	Yes
CO	976598	Yes
CO	3080109	Yes
CO	3331045	DK
CO	348516	No
CO	1524251	Yes
CO	1923722	DK
CO	4352965	Yes
CO	1803289	DK
CO	2186736	Yes
CO	2024732	No
CO	2072004	Yes
CO	4992288	Yes
CO	858511	No
CO	3588017	Yes
CO	346770	Yes
CO	3973365	No
CO	3974396	Yes
CO	4473753	No
CO	4686884	No
CO	1939797	Yes
CO	1061350	Yes
CO	773771	Yes
CO	447570	Yes
CO	2610549	Yes
CO	4067223	Yes
CO	3602756	Yes
CO	1658413	No
CO	4688397	Yes
CO	347582	DK
CO	4845802	Yes
CO	2161735	No
CO	3867744	DK
CO	1433037	No
CO	2193787	No
CO	2451214	Yes
CO	1362522	No
CO	4795775	No
CO	3738388	Yes
CO	2283590	No
CO	840047	Yes
CO	670196	No
CO	80698	No
CO	533801	DK
CO	635458	No
CO	1683632	No
CO	3664240	No
CO	1912238	No
CO	2486962	No
CO	399977	No
CO	4956484	Yes
CO	459309	Yes
CO	2154198	No
CO	4889519	DK
CO	4025200	DK
CO	2295288	No
CO	1753551	No
CO	4167323	No
	3047655	No
CO	4933102	Yes
CO	1184735	DK
CO	4589710	No
CO	3635648	No
CO	2720247	Yes
CO	2739890	No
CO	206168	No
CO	1093596	No
CO	2890282	DK
CO	686191	Yes
CO	4015374	No
CO	122903	Yes
CO	985174	Yes
CO	3775164	DK
CO	2443719	No
CO	476422	No
CO	3795595	Yes
CO	4340751	No
CO	2705641	DK
CO	1939401	DK
CO	2223038	No
CO	3303322	Yes
CO	3149176	Yes
CO	3216047	DK
CO	1584695	Yes
CO	2532339	No
CO	4334098	Yes
CO	4196208	No
CO	583324	No
CO	18394	Yes
CO	3564352	Yes
CO	3425530	No
CO	3079211	Yes
CO	4500308	Yes
CO	2117872	Yes
CO	3315710	Yes
CO	1111654	DK
CO	2962554	No
CO	4899537	DK
CO	2779246	Yes
CO	1589325	Yes
CO	4437790	Yes
CO	4534644	No
CO	4329133	Yes
CO	152308	Yes
CO	3569341	Yes
CO	4444702	Yes
CO	3925505	No
CO	4587607	No
CO	1992107	Yes
CO	4359587	No
CO	2184235	Yes
CO	3514157	No
CO	1708504	No
CO	4878913	No
CO	2570638	No
CO	1403411	No
CO	1949194	Yes
CO	4555688	Yes
CO	402063	DK
CO	299201	DK
CO	1881537	DK
CO	4356213	No
CO	3151948	No
CO	3471964	Yes
CO	243390	Yes
CO	2048412	No
CO	3786884	Yes
CO	144652	No
CO	15666	DK
CO	984350	No
CO	1951008	No
CO	1875796	Yes
CO	4454499	Yes
CO	144473	DK
CO	2363538	DK
CO	2370257	No
CO	929016	Yes
CO	4926677	Yes
CO	1931234	Yes
CO	4752132	No
CO	3048885	DK
CO	875776	Yes
CO	551916	DK
CO	3550177	No
CO	1209848	Yes
CO	1044479	Yes
CO	1701387	DK
CO	4083661	No
CO	1232475	Yes
CO	4925941	Yes
CO	4104467	No
CO	2873906	Yes
CO	1047171	No
CO	545095	Yes
CO	1891238	No
CO	2891764	Yes
CO	4426167	No
CO	3785298	No
CO	3704629	DK
CO	22995	No
CO	2479301	No
CO	2300364	Yes
CO	2624088	Yes
CO	2431540	No
CO	4830739	Yes
CO	1984717	No
CO	2649136	No
CO	1431979	No
CO	4098492	Yes
CO	485168	Yes
CO	3412494	Yes
CO	4121769	Yes
CO	1784052	Yes
CO	3423847	Yes
CO	2450536	Yes
CO	3262123	Yes
CO	1870018	Yes
CO	1479017	No
CO	1445320	DK
CO	509720	Yes
CO	2711113	No
CO	3998683	No
CO	488849	Yes
CO	4276096	No
CO	6826	Yes
CO	4091156	DK
CO	831830	No
CO	400182	DK
CO	2674693	Yes
CO	706162	No
CO	1495680	No
CO	3082527	No
CO	4514033	Yes
CO	138347	Yes
CO	3030250	DK
CO	3649981	Yes
CO	583597	Yes
CO	3148958	Yes
CO	3387789	Yes
CO	3083579	DK
CO	1190597	No
CO	1999086	Yes
CO	439312	Yes
CO	4224814	Yes
CO	1832307	Yes
CO	774429	No
CO	2915537	No
CO	4770846	Yes
CO	500382	DK
CO	2055327	No
CO	1676490	Yes
CO	3497781	No
CO	4876624	DK
CO	391510	Yes
CO	1350647	Yes
CO	263678	No
CO	4971247	Yes
CO	4727230	Yes
CO	3513063	Yes
CO	3477704	DK
CO	2514995	Yes
CO	3821053	Yes
KS	2732293	DK
CO	1487584	Yes
CO	4352414	Yes
CO	2735668	Yes
CO	1214838	Yes
CO	4645818	No
CO	1772555	No
CO	3140561	No
CO	3588608	Yes
CO	3081287	No
CO	4922091	Yes
CO	1998304	No
CO	3874372	No
CO	1896195	No
CO	906509	Yes
CO	3135772	Yes
CO	4646457	Yes
CO	3005980	No
CO	621827	Yes
CO	3308510	Yes
CO	3510144	Yes
CO	4634520	No
CO	4885496	No
CO	4601358	Yes
CO	1100066	No
CO	1340310	Yes
CO	3416076	Yes
CO	1824804	DK
CO	2450147	No
CO	2132004	Yes
CO	3195817	Yes
CO	1625865	Yes
CO	951873	Yes
CO	1584198	No
CO	3576449	DK
CO	1602212	DK
CO	3935988	No
CO	4307381	Yes
CO	2791948	No
CO	1576534	Yes
CO	3139658	No
CO	598225	No
CO	2507760	Yes
CO	3292706	No
CO	1350796	DK
CO	4002868	Yes
CO	845700	Yes
CO	2824629	No
CO	56135	No
CO	3356893	Yes
CO	896768	No
CO	3545790	No
CO	1342071	DK
CO	4042867	No
CO	4357372	No
CO	3121260	Yes
CO	323265	Yes
CO	2970410	Yes
CO	1931867	No
CO	2574020	No
CO	1911539	No
CO	4774351	Yes
CO	1447680	DK
CO	886214	Yes
CO	2116741	Yes
CO	2770048	DK
CO	1248386	No
CO	4220383	No
CO	1120410	Yes
CO	913431	Yes
CO	1783938	No
CO	1571923	DK
CO	611840	Yes
CO	238324	No
CO	384874	Yes
CO	3058138	No
CO	2747176	No
CO	2492782	Yes
CO	2375120	No
CO	59724	Yes
CO	4781541	Yes
CO	821308	No
CO	2244944	DK
CO	2390184	Yes
CO	3203418	No
CO	4627168	No
CO	1791438	No
CO	4202983	Yes
CO	3172875	No
CO	3645071	No
CO	2953594	No
CO	4309939	No
CO	3139789	Yes
CO	3489524	Yes
CO	2914871	Yes
CO	3690580	No
CO	4666882	Yes
CO	3510464	Yes
CO	3861318	Yes
CO	571385	No
CO	93810	Yes
CO	4913692	No
CO	487393	Yes
CO	4938595	No
CO	1617956	Yes
CO	4885194	Yes
CO	1365228	No
CO	17434	No
CO	2943677	Yes
CO	1119257	Yes
CO	4189270	Yes
CO	3202383	DK
CO	921643	DK
CO	1473997	No
CO	1974722	No
CO	2938701	Yes
CO	442401	No
CO	248311	DK
CO	3487694	Yes
CO	2516290	Yes
CO	4964868	Yes
CO	1988230	DK
CO	660963	No
CO	1344449	No
CO	670301	Yes
CO	2914566	Yes
CO	4944330	Yes
CO	220935	DK
CO	2050042	No
CO	283631	Yes
CO	3968981	Yes
CO	1099169	No
CO	3907497	Yes
CO	303738	No
WI	110900	DK
CO	3318144	No
CO	3970570	DK
CO	1344254	DK
CO	2432394	Yes
CO	4191348	No
CO	264913	Yes
CO	3254269	Yes
CO	1552416	No
CO	1130599	Yes
CO	3523683	Yes
CO	4768273	No
CO	2760587	No
CO	150874	Yes
CO	2410247	DK
CO	368297	DK
CO	3229583	No
CO	4345564	Yes
CO	2968539	No
CO	154792	No
CO	4650470	DK
CO	2679289	No
CO	2313053	No
CO	3924299	No
CO	555789	Yes
CO	2303938	DK
CO	1613448	No
CO	3146454	No
CO	1456606	No
CO	1103463	DK
CO	1330999	No
CO	4619934	Yes
CO	425850	Yes
CO	968924	DK
CO	4151918	No
CO	1438078	DK
CO	2613159	Yes
CO	1675016	Yes
CO	202879	DK
CO	4353362	Yes
CO	2462063	No
CO	3291219	No
CO	4760295	Yes
CO	1310484	Yes
CO	2464504	No
CO	1087904	Yes
CO	1630110	No
CO	4564211	Yes
CO	1646421	No
CO	4484572	Yes
CO	4032848	Yes
CO	2205186	Yes
SC	1328743	Yes
CO	1508914	DK
CO	4854795	Yes
CO	2406879	No
CO	4401801	No
CO	4312075	No
CO	4101457	No
CO	4265860	No
CO	1044182	Yes
CO	2401178	Yes
CO	2554363	Yes
AL	1569676	No
CO	3269242	No
CO	4224109	Yes
CO	2349213	Yes
CO	4673684	Yes
CO	2504754	No
CO	2077825	Yes
CO	4772884	No
CO	3042247	DK
CO	641013	Yes
CO	1563587	Yes
CO	4403703	No
CO	4947312	No
CO	4601130	No
CO	2017550	DK
CO	75501	No
CO	2602659	Yes
CO	1450050	Yes
CO	3416257	Yes
CO	2170590	Yes
CO	2393336	Yes
CO	4613618	Yes
CO	4909341	No
CO	4023559	No
CO	4308431	Yes
CO	1040902	DK
CO	2733362	Yes
CO	2996728	No
CO	2375072	No
CO	3795622	DK
CO	3069375	DK
CO	4318857	Yes
CO	273171	Yes
CO	2923329	Yes
CO	2280461	Yes
CO	4041272	No
CO	617420	No
CO	113805	No
CO	3052077	Yes
CO	234762	Yes
CO	780759	DK
CO	2654434	Yes
CO	4147842	No
CO	2622334	No
CO	2982298	Yes
CO	779174	Yes
CO	2435173	No
CO	3385169	Yes
CO	528066	DK
CO	2008414	DK
CO	1724174	No
CO	820266	No
CO	4260742	No
CO	4509745	DK
CO	10301	No
CO	2385587	Yes
CO	4699055	DK
CO	1562264	Yes
CO	1363095	No
CO	2474556	No
CO	50991	Yes
CO	1623563	No
CO	2837778	Yes
CO	1652913	Yes
CO	2260098	DK
CO	4294153	No
CO	3693975	Yes
CO	3877521	Yes
CO	2646638	No
CO	2132988	DK
CO	2776197	No
CO	3511149	Yes
CO	575044	Yes
CO	4612572	Yes
CO	2275215	Yes
CO	3783614	Yes
CO	2082742	No
CO	2023057	Yes
CO	3539726	No
CO	4679575	Yes
CO	2790345	No
CO	4200683	No
CO	1927385	No
CO	3304771	Yes
CO	2568746	Yes
CO	1764126	Yes
CO	2140085	No
CO	4678796	DK
CO	4999497	Yes
CO	1557708	DK
CO	2613438	DK
CO	3814442	DK
CO	4808714	Yes
CO	534964	Yes
GA	4712699	No
CO	381506	No
CO	1853251	DK
CO	4141576	DK
CO	1709628	Yes
CO	2960435	DK
CO	955473	No
CO	3020502	Yes
CO	3070966	DK
CO	3832054	Yes
CO	576076	Yes
CO	3253654	Yes
CO	1697463	Yes
CO	1754924	No
CO	1016284	Yes
CO	3639666	DK
CO	952806	Yes
CO	4994455	Yes
CO	769790	Yes
CO	1191413	Yes
CO	2395208	DK
CO	2021292	Yes
CO	4818670	No
CO	3854033	No
CO	3253881	DK
CO	1808742	Yes
CO	4803737	Yes
CO	4696523	DK
CO	562078	DK
CO	2181211	Yes
CO	238586	Yes
CO	3962173	DK
CO	4644211	Yes
CO	1716828	No
CO	3820095	No
CO	3264265	DK
CO	656243	No
CO	2307919	No
CO	2846485	No
CO	3806957	No
NM	3081224	Yes
SC	4074191	DK
CO	2652964	No
CO	3356876	DK
CO	270614	Yes
CO	4342944	Yes
CO	650562	Yes
CO	3373923	DK
CO	3409745	No
CO	3616333	No
CO	2383560	No
CO	1004792	No
CO	724281	No
CO	4539989	Yes
CO	1795969	DK
CO	4650116	DK
CO	3664449	Yes
CO	4242478	Yes
CO	254722	No
CO	2255198	No
CO	4037142	Yes
CO	131498	DK
CO	3271177	DK
CO	3672247	No
CO	2686330	Yes
CO	2335791	Yes
CO	1262167	No
CO	4120769	DK
CO	978749	DK
CO	4133363	Yes
CO	4000747	Yes
CO	4266244	DK
CO	403436	Yes
CO	4163307	DK
CO	3035960	Yes
CO	2409082	Yes
CO	4626501	DK
CO	4720878	DK
CO	4885646	DK
CO	3366804	DK
CO	2474847	Yes
CO	4429151	DK
CO	4681907	Yes
CO	2170523	Yes
CO	2619085	No
CO	3077279	Yes
CO	177628	Yes
CO	2714271	DK
CO	4287415	No
CO	3734265	No
CO	777957	DK
CO	154825	Yes
CO	4977643	No
CO	3583810	Yes
CO	2150171	No
CO	49189	No
CO	1484907	No
CO	2878853	DK
CO	1076461	Yes
CO	2139630	No
CO	4480792	DK
CO	4747076	DK
CO	3590194	Yes
CO	4782853	Yes
CO	4381673	No
CO	3056372	Yes
CO	2688379	No
CO	2865089	Yes
CO	3043996	Yes
CO	1318160	Yes
CO	3229249	Yes
CO	516398	No
CO	2437210	Yes
CO	672621	Yes
CO	4987696	DK
CO	4270594	Yes
CO	4026034	Yes
CO	1192335	Yes
CO	4794351	DK
CO	3324852	No
CO	700324	Yes
CO	1400378	DK
CO	2852193	DK
CO	16861	DK
CO	3813030	Yes
WI	1832898	No
CO	3051375	No
CO	2962373	DK
CO	41177	DK
CO	2776584	DK
CO	3454100	No
CO	2048818	No
CO	329652	No
CO	908098	Yes
CO	3223224	No
CO	4389261	DK
CO	4157230	Yes
CO	1267276	No
CO	640160	Yes
CO	148523	Yes
CO	3596104	No
CO	1093478	DK
NY	2259649	Yes
CO	2847656	Yes
CO	2720981	No
CO	102776	No
CO	274121	Yes
CO	4189662	No
CO	955271	No
CO	334548	Yes
CO	2266167	DK
CO	2436402	No
CO	4561881	No
CO	1017204	Yes
CO	1786905	No
CO	2636111	Yes
CO	2350422	Yes
CO	1482637	Yes
CO	1454395	Yes
CO	120439	No
CO	4314327	Yes
CO	4967067	Yes
CO	815770	No
CO	2553439	No
CO	2790761	DK
CO	673022	No
CO	535657	Yes
CO	2878823	DK
CO	629118	DK
CO	4585538	Yes
CO	2952633	DK
CO	4748305	Yes
CO	3496323	Yes
CO	2683910	DK
CO	2334624	No
CO	3751292	DK
CO	4848196	Yes
CO	1139063	DK
CO	2821259	No
CO	3192715	No
LA	1222332	Yes
CA	3625583	DK
CO	4217184	No
CO	2445073	No
CO	716285	Yes
CO	3022691	No
CO	1776690	No
CO	42035	No
CO	4980572	No
CO	3031382	DK
CO	1690544	Yes
CO	3301075	No
CO	3957335	No
CO	4122075	No
CO	852296	Yes
CO	3986864	DK
CA	3142066	Yes
CO	502879	No
CO	2346721	No
CO	564078	Yes
CO	1279803	DK
AZ	733964	DK
CO	3142257	No
CO	217634	Yes
CO	4712526	Yes
CO	4196836	DK
CO	1760894	Yes
CO	4561799	No
CO	3572184	Yes
CO	1794395	DK
CO	1902290	Yes
CO	3396240	No
CO	2251504	Yes
CO	2452596	Yes
CO	930989	No
CO	2509114	No
CO	1247105	No
CO	34502	DK
CO	3517438	Yes
CO	839362	DK
CO	793833	DK
CO	4838816	No
CO	3122136	No
CO	353041	No
CO	236488	Yes
CO	114153	Yes
CO	3185339	DK
CO	4022023	DK
CO	4580744	DK
CO	1775015	No
CO	489833	Yes
CO	1466153	No
CO	2391137	No
CO	443116	DK
CO	4626123	No
CO	3110782	DK
CO	3225846	No
CO	1138048	No
CO	1522067	Yes
CO	1806758	DK
CO	2685579	Yes
CO	2529994	Yes
CO	338655	DK
CO	3913793	Yes
CO	2895210	DK
CO	2102845	DK
CO	1497557	DK
CO	500931	Yes
CO	2673963	Yes
CO	2056294	Yes
CO	858831	DK
CO	2218155	Yes
CO	3191383	DK
CO	3128340	No
CO	4889995	DK
CO	2599131	Yes
CO	3126323	No
CO	1988084	No
CO	4008397	Yes
CO	1332111	No
CO	289729	Yes
CO	1497723	Yes
CO	1365035	No
CO	4586682	DK
CO	4139491	DK
CO	4154731	Yes
CO	2738063	Yes
CO	4231506	Yes
CO	1545005	Yes
CO	3962079	Yes
CO	2981324	DK
CO	3875181	No
CO	2819257	DK
CO	4404345	No
CO	4084718	No
CO	1886342	Yes
CO	1319053	No
CO	13906	Yes
CO	27584	Yes
CO	2215644	Yes
CO	2829582	No
CO	4846395	No
CO	1661675	Yes
CO	998405	No
CO	2661885	Yes
OR	2289472	DK
CO	4428345	DK
CO	2359737	Yes
CO	3823671	No
CO	3393497	No
CO	3746515	DK
AZ	2977032	Yes
CO	3098193	Yes
CO	3631918	No
CO	4580009	Yes
CO	2807861	No
CO	4955245	DK
CO	1930778	Yes
CO	2550560	Yes
CO	1194686	Yes
CO	1008805	No
CO	443387	DK
CO	3602899	No
CO	3680078	No
CO	2007220	No
CO	2125408	Yes
CO	4783572	DK
