state	test_id	recall_vote
CO	912988	No
CO	1132870	No
CO	1008923	No
CO	1947495	No
CO	2575445	No
CO	3772715	No
CO	604513	DK
CO	2725975	Yes
CO	1019545	DK
CO	2430487	No
CO	4071846	DK
CO	710481	Yes
CO	1407239	DK
CO	3140146	DK
CO	265938	DK
CO	719997	DK
CO	2956809	Yes
CO	3525212	No
CO	527196	No
CO	2357898	No
CO	789625	No
CO	278018	No
CO	3130227	Yes
CO	3464331	No
CO	637249	DK
CO	1228656	No
CO	4193703	DK
CO	4680535	DK
CO	4231302	Yes
CO	4700326	Yes
CO	764173	DK
CO	1486533	No
CO	480574	DK
CO	1726562	Yes
CO	3787765	No
CO	4058987	DK
CO	448217	Yes
CO	875005	No
CO	3607808	DK
CO	3921085	DK
AL	4973635	DK
CO	4120823	DK
CO	3605436	No
CO	3469342	Yes
CO	130301	No
CO	3621677	DK
CO	3364797	No
CO	3433584	DK
CO	4329880	Yes
CO	1106240	Yes
CO	1714265	Yes
CO	4037566	Yes
CO	4225969	No
CO	3453050	No
CO	366026	Yes
CO	808842	No
CO	3397068	No
CO	4063704	No
CO	1548495	DK
CO	1659880	No
CO	1781732	No
CA	3959004	No
CO	4644103	Yes
CO	1151404	Yes
CO	1498693	No
CO	354599	No
CO	3113524	No
CO	3948899	Yes
CO	4132440	DK
CO	4498796	Yes
CO	3767332	Yes
CO	1538484	Yes
CO	1156835	DK
CO	4914169	No
CO	3997735	No
CO	3087536	DK
CO	3441280	No
CO	1171007	DK
CO	3686486	No
CO	4235301	Yes
CO	4203162	Yes
CO	2524137	DK
CO	3669818	Yes
CO	4692736	Yes
CO	420175	DK
CO	4451235	No
CO	1180813	No
CO	4579009	Yes
CO	4675741	Yes
CO	2821713	No
CO	2387717	No
CO	4197330	Yes
CO	1014875	No
CO	1236457	Yes
CO	137062	No
CO	1106878	Yes
CO	4645403	No
CO	4906105	No
CO	498295	DK
CO	3531675	Yes
CO	4504902	DK
CO	1758148	Yes
CO	403345	DK
CO	4641718	Yes
CO	4150364	Yes
CO	4546568	Yes
CO	4265704	No
CO	4660182	Yes
CO	2638267	Yes
CO	2879871	DK
CO	3504990	DK
CO	3852962	No
CO	3454449	No
CO	1673293	DK
CO	3734817	No
CO	731612	Yes
CO	1028685	Yes
CO	4467477	Yes
CO	3393620	DK
CO	3451985	DK
CO	2805322	No
CO	1025574	Yes
CO	508900	DK
CO	976693	DK
CO	1498466	Yes
CO	778547	DK
CO	2776141	DK
CO	3970352	DK
AK	99160	Yes
CO	2958348	Yes
CO	480682	No
CO	4115878	No
CO	1216956	Yes
CO	1779329	Yes
CO	4228062	No
CO	4628915	No
CO	3256745	DK
CO	4351454	Yes
CO	3065117	No
CO	2024130	Yes
CO	3832158	DK
WA	2568651	DK
CO	4933318	No
CO	4276323	Yes
CO	3047392	Yes
CO	4570308	No
CO	4015019	DK
CO	4866488	Yes
CO	336916	DK
CO	3022486	Yes
CO	4313906	No
CO	813459	DK
CO	2748059	Yes
CO	1671800	DK
CO	2162719	No
CO	2228895	No
CO	361845	Yes
CO	1390013	DK
CO	2454794	No
CO	386896	DK
CO	1414228	DK
CO	4282043	No
CO	2883815	DK
CO	2745106	DK
CO	2708618	DK
CO	2538478	No
CO	4878325	Yes
CO	1916934	DK
CO	3840449	DK
CO	3010430	Yes
CO	768061	DK
CO	88412	No
CO	4414530	No
CO	2484499	No
CO	2658208	Yes
CO	4728017	No
CO	3548646	DK
CO	306350	Yes
CO	4854985	No
CO	2526517	No
CO	3318725	Yes
CO	4605113	Yes
CO	3579223	DK
CO	1662633	No
CO	18860	DK
CO	3015276	DK
CO	4018179	Yes
CO	1561034	No
CO	3616596	DK
CO	4503700	Yes
CO	2021784	Yes
CO	3314860	No
CO	2903125	Yes
CO	2636085	No
CO	1909640	DK
CO	4497306	DK
CO	1346796	Yes
CO	2734433	DK
CO	699502	DK
CO	1208799	Yes
CO	4649356	No
CO	4965142	No
CO	4083269	Yes
CO	2846180	Yes
CO	1268125	No
CO	2259771	No
CO	4786813	DK
CO	2684672	DK
CO	2646589	Yes
CO	4780304	DK
CO	2167985	No
CO	869403	Yes
CO	4971187	No
CO	1929792	Yes
CO	2421602	No
CO	4272041	DK
CO	2722238	No
CO	1754819	Yes
CO	2572771	No
CO	1541198	Yes
CO	4512024	No
CO	4629903	DK
CO	3039819	DK
CO	4271811	DK
CO	1322370	No
CO	1510411	DK
CO	2119522	DK
CO	1481143	DK
CO	199604	No
CO	2213598	No
CO	3112068	Yes
CO	3477493	No
CO	1917264	Yes
CO	2769534	DK
CO	3767963	DK
CO	1622316	No
CO	397620	No
CO	1650397	Yes
CO	1761127	Yes
CO	4097321	No
CO	3927305	No
CO	581291	No
CO	2359620	DK
CO	4355677	Yes
CO	581489	Yes
CO	2155442	Yes
CO	3642259	DK
CO	3832510	No
CO	4218788	Yes
CO	2628866	Yes
CO	4767246	DK
CO	4359354	DK
CO	25227	No
CO	1208353	Yes
CO	4946392	Yes
CO	3960632	DK
CO	1495064	DK
CO	186039	DK
CO	1352144	DK
CO	3160096	Yes
CO	4807816	No
CO	1098577	DK
CO	2850713	No
CO	3170044	No
CO	2836646	DK
CO	3805547	No
CO	152375	Yes
CO	4156661	DK
CO	2474737	Yes
CO	2857273	Yes
CO	2550271	Yes
CO	1996702	Yes
CO	3712277	Yes
CO	624699	No
CO	4161750	DK
CO	3154073	No
CO	2581534	No
CO	2539254	No
CO	3466669	Yes
CO	4265842	DK
CO	3120556	Yes
CO	4320888	Yes
CO	2197325	Yes
CO	4694691	Yes
CO	4995340	No
CO	4789215	No
CO	326789	No
CO	1615412	DK
CO	1395125	Yes
CO	3286341	Yes
CO	3707923	No
CO	473409	DK
CO	4496398	Yes
CO	878876	No
CO	453189	Yes
CO	4307500	Yes
CO	3627225	No
CO	2349845	DK
CO	1618410	No
CO	2163139	Yes
CO	2215254	DK
CO	3409052	DK
CO	1600723	No
CO	1222674	DK
CO	3287875	Yes
CO	108858	Yes
CO	1446992	Yes
CO	90284	Yes
CO	715838	No
CO	4171098	No
CO	173842	No
CO	3278396	No
CO	2293948	No
CO	4340814	DK
CO	202205	No
CO	2739692	DK
CO	4535991	Yes
	396009	No
CO	3022553	Yes
CO	1646602	DK
CO	378843	DK
CO	1874037	No
CO	1320065	DK
CO	1905677	Yes
CO	1582348	No
CO	3028771	Yes
CO	2962508	No
CO	597851	No
CO	836456	DK
CO	3877806	Yes
CO	1191911	DK
CO	4268416	DK
CO	4506831	Yes
CO	2157421	Yes
CO	620263	DK
CO	1802654	No
CO	3557380	Yes
CO	817968	DK
CO	2938830	DK
CO	1452452	No
CO	350181	No
CO	558267	Yes
CO	1980951	Yes
CO	4573070	Yes
CO	3114981	Yes
CO	494446	DK
CO	32247	DK
CO	3712906	Yes
CO	4848016	DK
CO	1697699	Yes
CO	2826994	Yes
CO	4628378	No
CO	2541048	DK
CO	1466799	Yes
CO	641264	DK
CO	4787712	No
CO	4667501	Yes
CO	935186	DK
CO	187091	No
CO	269950	No
CO	899239	DK
CO	4554308	Yes
CO	2353643	No
CO	1688230	DK
CO	4948801	Yes
CO	3905059	Yes
CO	1912466	Yes
CO	3773112	No
CO	4392446	Yes
CO	31039	Yes
CO	977695	DK
CO	600945	No
CO	1533640	No
CO	1925278	DK
CO	3778446	Yes
CO	2262418	Yes
CO	2854613	DK
CO	2920937	No
CO	4309201	No
CO	1384841	DK
CO	2642199	DK
CO	3706736	Yes
CO	4190432	No
CO	2507866	Yes
CO	656888	DK
CO	1594211	Yes
CO	3665402	DK
CO	2843749	No
CO	953675	DK
CO	2061958	DK
CO	1373942	DK
CO	2570897	No
CO	4601731	Yes
CO	2733641	Yes
CO	4999481	DK
CO	3127737	Yes
CO	1508650	No
CO	3479214	Yes
CO	515184	Yes
CO	1250830	Yes
CO	1435966	No
CO	1372479	Yes
CO	2883235	DK
CO	4694008	Yes
CO	4754899	No
CO	4131544	No
CO	3104622	No
CO	1755497	DK
CO	3788340	DK
CO	3987632	No
CO	3843107	No
CO	3131732	Yes
CO	153135	DK
CO	4403707	Yes
CO	3212115	No
CO	4304599	DK
CO	4139561	DK
CO	2096415	DK
CO	3907262	Yes
CO	1141177	No
CO	3645253	Yes
CO	1236601	No
CO	1314181	Yes
CO	2449051	No
CO	4232617	DK
CO	4988179	DK
CO	1881350	Yes
CO	3448466	DK
CO	2956638	Yes
CO	3074037	No
CO	622974	No
CO	4388049	No
CO	4135779	Yes
CO	2037127	No
CO	2122304	DK
CO	2328258	DK
CO	821258	DK
CO	3910212	No
CO	335568	DK
CO	4291774	DK
CO	2641112	Yes
CO	4133497	DK
CO	3722480	DK
CO	2830088	No
CO	4146329	Yes
CO	3179046	DK
CO	615105	No
CO	4449410	DK
CO	407529	No
CO	2897788	Yes
CO	4051255	Yes
CO	157608	No
CO	4628221	No
CO	4667587	Yes
CO	2465919	No
CO	312004	Yes
CO	797660	No
CO	3837440	Yes
CO	4867640	Yes
CO	2287192	No
CO	24147	Yes
CO	1539804	No
CO	1471140	No
CO	3439584	No
CO	3225623	DK
CO	4104275	No
CO	3882268	Yes
CO	4342828	DK
CO	4050124	Yes
CO	3949220	DK
CO	1352471	Yes
CO	201138	DK
CO	1992296	Yes
CO	4827666	Yes
CO	4097334	DK
CO	1923963	DK
CO	2108436	DK
CO	3274921	No
CO	3954035	Yes
CO	1833991	No
CO	2110174	DK
CO	308715	Yes
CO	3759989	DK
CO	457200	DK
CO	2010223	No
CO	2686424	No
CO	2890622	No
CO	92391	Yes
CO	347157	DK
CO	2634146	DK
CO	314852	No
CO	3603317	DK
CO	1677563	DK
CO	3112263	No
CO	4884624	No
CO	181098	Yes
CO	3285982	DK
CO	3302930	DK
CO	2512743	Yes
CO	4054976	DK
CO	2525210	DK
CO	1172968	DK
CO	2008926	No
CO	1996643	DK
CO	4122527	No
CO	3647109	No
CO	1083848	No
CO	650286	DK
CO	131325	No
CO	3200678	DK
CO	2863575	Yes
CO	1791004	No
CO	3555366	DK
CO	3306833	DK
CO	4000614	DK
CO	4369833	DK
CO	399985	DK
CO	3127763	DK
CO	4997456	Yes
CO	2195784	DK
CO	1569260	Yes
CO	2858151	No
CO	3760398	DK
CO	3053851	No
CO	2011421	DK
CO	3061549	No
CO	3831106	DK
CO	2288416	Yes
CO	4314589	DK
CO	1975710	Yes
CO	396289	Yes
CO	4782988	No
CO	453281	Yes
CO	3484097	DK
CO	3825967	DK
CO	1364926	DK
CO	131962	DK
CO	4583095	No
CO	2304783	DK
CO	3769833	DK
CO	4336032	DK
CO	2619671	Yes
CO	680521	Yes
CO	783920	Yes
CO	2938904	No
CO	3477118	DK
CO	1588546	DK
CO	175889	Yes
CO	623303	No
CO	1374100	No
CO	4792454	Yes
CO	371009	DK
CO	4889849	DK
CO	907250	DK
CO	2711930	No
CO	620683	DK
CO	2851879	No
CO	1101051	DK
CO	310722	DK
CO	3335131	Yes
CO	2155622	DK
CO	4558750	No
CO	1010513	Yes
CO	2618218	Yes
CO	812180	No
CO	2290343	DK
CO	1003808	No
CO	2947739	DK
CO	2042871	DK
CO	3993016	DK
CO	2714336	DK
CO	1915229	No
CO	2407468	Yes
CO	937558	No
CO	1645328	DK
CO	3711591	Yes
CO	3108668	Yes
CO	1224268	DK
CO	3291815	DK
CO	468122	No
CO	2342149	DK
CO	3123272	No
CO	1878040	DK
CO	1629586	No
CO	864093	Yes
CO	398745	No
CO	490292	DK
CO	4697826	No
CO	4555867	Yes
CO	288845	DK
CO	3326234	DK
CO	3685841	No
CO	517315	DK
CO	1527343	DK
CO	698008	No
CO	1332828	Yes
CO	283696	No
CO	3657887	DK
CO	4805643	Yes
CO	2644865	DK
CO	4015262	DK
CO	1597031	DK
CO	2117085	DK
CO	3519304	DK
CO	1781551	No
CO	3202981	No
CO	3855433	No
CO	326810	DK
CO	1407934	DK
CO	4025566	DK
CO	2433133	Yes
CO	968297	No
CO	4555834	No
CO	2392054	No
CO	2432561	DK
CO	2590406	No
CO	239296	Yes
CO	3664766	No
CO	2233975	DK
CO	574642	DK
ID	2153900	Yes
CO	3065101	No
CO	2747128	Yes
CO	4642294	Yes
CO	3871480	Yes
CO	4874521	Yes
CO	1340237	DK
CO	877561	No
CO	2569986	Yes
CO	4371587	No
CO	4040144	Yes
