state	test_id	recall_vote
CO	4197053	No
CO	1456826	DK
CO	4260901	DK
CO	566639	DK
CO	4022129	No
CO	1078202	Yes
CO	2735448	No
CO	1876811	No
CO	3252747	DK
CO	681947	Yes
CO	792960	Yes
CO	1692256	No
CO	2197107	No
CO	1873197	No
CO	716490	Yes
CO	2928619	DK
CO	2252434	No
CO	2318927	No
CO	3350987	Yes
CO	250517	Yes
CO	3136068	Yes
CO	554813	DK
CO	3178592	DK
CO	1064990	No
CO	2594124	No
CO	3758028	No
CO	1719428	No
CO	1981541	No
CO	4504907	Yes
CO	145009	No
CO	2336355	DK
CO	743201	Yes
CO	637292	Yes
CO	3001641	Yes
CO	3609774	Yes
CO	3015834	No
CO	3996185	Yes
CO	3315159	No
CO	2277088	DK
CO	4552479	Yes
CO	3274269	No
CO	4789378	No
CO	2700943	No
CO	3504667	No
CO	2264577	Yes
CO	4261068	No
CO	694575	No
CO	1685676	No
CO	469653	DK
CO	3652142	Yes
CO	2081273	No
CO	2483383	Yes
CO	2024440	Yes
CO	3888782	No
CO	2299107	DK
CO	2789405	No
CO	2392525	No
CO	1040102	DK
CO	1223779	Yes
CO	1854467	DK
CO	2579064	No
CO	2544084	Yes
CO	2590343	DK
CO	1736311	DK
CO	540474	Yes
CO	2765048	DK
CO	2773226	Yes
CO	692251	Yes
CO	3576134	No
CO	3623781	Yes
CO	3062664	Yes
CO	4389938	No
CO	1735535	Yes
CO	1580477	No
CO	1033835	DK
CO	1137908	DK
CO	596938	DK
CO	3596781	No
CO	4265460	DK
CO	1940471	No
CO	3343842	Yes
CO	4273467	DK
CO	4482577	Yes
CO	2086562	No
CO	1946756	Yes
CO	4636069	No
CO	1114701	DK
CO	1804121	DK
CO	1942338	Yes
CO	3508481	Yes
CO	2288522	Yes
CO	4148849	No
CO	3331029	DK
CO	1788842	No
CO	2569732	Yes
CO	1179889	No
CO	28301	DK
CO	2709102	No
CO	3213512	Yes
CO	2303431	Yes
CO	4980571	Yes
CO	4955626	No
CO	1399505	No
CO	4034711	DK
CO	3490780	DK
CO	1112642	Yes
CO	3621090	Yes
CO	219842	DK
CO	4839310	DK
CO	2893686	Yes
CO	4263374	DK
CO	3358262	Yes
CO	2466728	No
CO	4454983	Yes
CO	4817608	Yes
CO	3506678	DK
CO	3925262	Yes
CO	2841135	DK
CO	4973842	No
CO	2702606	Yes
WA	1636209	Yes
CO	4177995	No
CO	400792	No
CO	4037510	DK
CO	988419	Yes
CO	4174096	Yes
CO	3870858	Yes
CO	3067815	DK
CO	1904664	Yes
CO	1955968	DK
CO	3412332	Yes
CO	4864727	Yes
CO	3193188	DK
CO	1238561	DK
CO	1868017	No
CO	3225382	No
CO	2183445	No
CO	1640698	Yes
CO	34738	DK
CO	356864	DK
CO	1291250	DK
CO	3409880	Yes
CO	1995062	Yes
CO	437313	Yes
CO	2900103	No
CO	2929606	Yes
CO	4127150	DK
CO	4924406	DK
CO	3598516	No
CO	3987409	Yes
CO	498991	No
CO	576386	Yes
CO	61726	Yes
CO	1602673	Yes
CO	1256217	No
CO	159627	No
CO	4382142	DK
CO	996301	DK
CO	4275508	DK
CO	1952977	Yes
CO	1654559	Yes
CO	1194986	DK
CO	837541	DK
CO	4875240	Yes
CO	4829474	No
CO	685452	No
CO	3706912	DK
CO	4519993	No
CO	4632381	Yes
CO	1467856	DK
CO	3395277	Yes
CO	469801	Yes
CO	3667021	No
CO	2895559	Yes
CO	3289017	Yes
CO	393387	DK
CO	4444516	No
CO	4132437	DK
CO	155034	Yes
CO	3006582	DK
CO	4820450	No
CO	2623794	Yes
CO	2092838	DK
CO	182597	No
CO	1848237	No
CO	1721518	No
CO	2809821	DK
CO	4874533	No
CO	214081	Yes
CO	878223	Yes
CO	619001	Yes
CO	1954647	Yes
CO	4166189	DK
CO	4060007	DK
CO	1118495	DK
CO	61239	Yes
CO	3377875	No
CO	2188755	No
CO	3138842	No
CO	3627259	No
CO	1248370	Yes
CO	1815142	No
CO	788170	Yes
CO	2830796	Yes
CO	1609636	Yes
CO	4483206	Yes
CO	4736457	No
CO	2163276	DK
CO	236036	Yes
CO	1281144	No
CO	4073283	Yes
CO	1232017	DK
CO	3772136	Yes
CO	2911995	Yes
CO	4027830	DK
CO	736403	DK
CO	4268613	No
CO	1953854	DK
CO	4346636	Yes
CO	2260433	No
CO	4978729	No
CO	1828144	Yes
CO	3668037	No
CO	1383737	No
CO	3717303	Yes
CO	2392121	No
CO	2776168	Yes
CO	3004952	No
CO	3147962	No
CO	4288568	No
CO	4099565	No
CO	335939	No
CO	1606796	DK
CO	267185	No
CO	4586734	No
CO	4363136	DK
CO	1476534	Yes
CO	3215982	DK
CO	2026610	No
CO	1013178	Yes
CO	2320036	No
CO	4159609	DK
CO	4244930	No
CO	3371595	Yes
CO	1730580	Yes
CO	459346	DK
CO	2088543	Yes
CO	4633553	DK
CO	3263241	No
CO	4292309	Yes
CO	459544	DK
CO	311599	No
CO	1994097	No
CO	4751551	No
CO	4575609	DK
